Date,Open,High,Low,Close,% Change HS
19/03/2007,19006.15039,19813.21094,18967.41016,19692.64063,3.90
26/03/2007,19719.88086,19880.25977,19459.18945,19800.92969,0.55
02/04/2007,19900.00977,20210.83984,19672.93945,20209.71094,2.06
09/04/2007,20416.53906,20502.16992,20248.03906,20340.9707,0.65
16/04/2007,20493.25977,20868.07031,20232.81055,20566.58984,1.11
23/04/2007,20710.38086,20778.43945,20396.36914,20526.5,-0.19
30/04/2007,20525.96094,20883.21094,20130.10938,20841.08008,1.53
07/05/2007,20933.99023,21070.21094,20420.11914,20468.21094,-1.79
14/05/2007,21036.61914,21088.85938,20769.09961,20904.83984,2.13
21/05/2007,20963.51953,21055.10938,20474.0293,20520.66016,-1.84
28/05/2007,20594.14063,20793.38086,20184.48047,20602.86914,0.40
04/06/2007,20698.99023,20943.93945,20433.51953,20509.15039,-0.45
11/06/2007,20649.05078,21052.94922,20511.0293,21017.05078,2.48
18/06/2007,21256.28906,22052.84961,21256.28906,21999.91016,4.68
25/06/2007,21884.09961,22085.58984,21562,21772.73047,-1.03
02/07/2007,22004.14063,22565.42969,21960.75977,22531.74023,3.49
09/07/2007,22719.99023,23239.91992,22539.69922,23099.28906,2.52
16/07/2007,23098.66016,23301.92969,22782.63086,23291.90039,0.83
23/07/2007,23170.34961,23557.74023,22443.09961,22570.41016,-3.10
30/07/2007,22478.76953,23199.90039,22144.73047,22538.43945,-0.14
06/08/2007,22128.06055,22796.73047,21661.05078,21792.71094,-3.31
13/08/2007,21932,22012.03906,19386.7207,20387.13086,-6.45
20/08/2007,21140.73047,23063.92969,20901.64063,22921.89063,12.43
27/08/2007,23358.38086,24089,22686.83984,23984.14063,4.63
03/09/2007,23611.01953,24283.15039,23611.01953,23982.60938,-0.01
10/09/2007,23584.07031,24978.60938,23578.10938,24898.10938,3.82
17/09/2007,24977.41992,25893.19922,24368.65039,25843.7793,3.80
24/09/2007,26002.09961,27254.9707,25994.7793,27142.4707,5.03
01/10/2007,27142.4707,28871.03906,26746.63086,27831.51953,2.54
08/10/2007,28233.30078,29133.75977,27491.92969,28838.36914,3.62
15/10/2007,29147.83984,30025.07031,28484.19922,29465.05078,2.17
22/10/2007,28336.9707,30562.63086,28336.9707,30405.2207,3.19
29/10/2007,30986.2207,31958.41016,30366.68945,30468.33984,0.21
05/11/2007,30165.7793,30356.78906,28408.5293,28783.41016,-5.53
12/11/2007,28061.44922,29249.99023,26952.93945,27614.42969,-4.06
19/11/2007,27628.9707,27851.31055,25861.73047,26541.08984,-3.89
26/11/2007,27398.5293,28792.30078,26637.60938,28643.60938,7.92
03/12/2007,28825.0293,29962.92969,28544.17969,28842.4707,0.69
10/12/2007,29017.69922,29235.21094,27245.16992,27563.64063,-4.43
17/12/2007,27236.44922,27670.31055,26093.96094,27626.91992,0.23
24/12/2007,27965.25,28343.39063,27296.85938,27370.59961,-0.93
31/12/2007,27437.93945,27853.59961,26864.13086,27519.68945,0.54
07/01/2008,26962.53906,27637.59961,26698.53906,26867.00977,-2.37
14/01/2008,27019.13086,27142.88086,23957.60938,25201.86914,-6.20
21/01/2008,24459.01953,25243.58008,21709.63086,25122.36914,-0.32
28/01/2008,24342.39063,24736.80078,23052.94922,24123.58008,-3.98
04/02/2008,24885.07031,25101.41016,23283.9707,23469.46094,-2.71
11/02/2008,23404.74023,24208.50977,22569.5293,24148.42969,2.89
18/02/2008,24344.26953,24413.89063,23077.50977,23305.03906,-3.49
25/02/2008,23546.09961,24841.23047,23164.9707,24331.66992,4.41
03/03/2008,23491.57031,23923.19922,22447.83984,22501.33008,-7.52
10/03/2008,22387.25,23737.65039,22034.75977,22237.10938,-1.17
17/03/2008,21318.0293,22191.88086,20572.91992,21108.2207,-5.08
24/03/2008,21108.2207,23313.88086,21108.2207,23285.94922,10.32
31/03/2008,22997.03906,24334.18945,22700.5,24264.63086,4.20
07/04/2008,24484.83008,24681.46094,23905.58008,24667.78906,1.66
14/04/2008,23968.03906,24442.07031,23613.49023,24197.7793,-1.91
21/04/2008,24821,25861.67969,24413.25,25516.7793,5.45
28/04/2008,25613.16992,26374.08984,25567.58984,26241.01953,2.84
05/05/2008,26321.60938,26387.36914,24911.33008,25063.16992,-4.49
12/05/2008,25063.16992,25748.33008,25032.16992,25618.85938,2.22
19/05/2008,25592.21094,25822,24693.55078,24714.07031,-3.53
26/05/2008,24234.34961,24585.7793,24100.31055,24533.11914,-0.73
02/06/2008,24542.28906,24923.2793,24003.98047,24402.17969,-0.53
09/06/2008,23689.16016,23741.08984,22592.30078,22592.30078,-7.42
16/06/2008,22814.16992,23492.21094,22733.7793,22745.59961,0.68
23/06/2008,22407.08984,22885.34961,21773.66992,22042.34961,-3.09
30/06/2008,22237.91992,22237.91992,21163.57031,21423.82031,-2.81
07/07/2008,21402.69922,22225.38086,21098.83984,22184.55078,3.55
14/07/2008,22205,22360.28906,20988.74023,21874.18945,-1.40
21/07/2008,22523.2793,23369.05078,22393.14063,22740.71094,3.96
28/07/2008,22801.84961,22881.26953,22089.08984,22862.59961,0.54
04/08/2008,22630.58984,22713.58008,21690.59961,21885.21094,-4.28
11/08/2008,22020.53906,22309.33008,20994.53906,21160.58008,-3.31
18/08/2008,21163.00977,21206.59961,20350.48047,20392.06055,-3.63
25/08/2008,20739.48047,21546.93945,20739.48047,21261.89063,4.27
01/09/2008,20999.32031,21066.58008,19708.39063,19933.2793,-6.25
08/09/2008,20840.68945,20840.68945,19157.73047,19352.90039,-2.91
15/09/2008,18325.65039,19327.73047,16283.71973,19327.73047,-0.13
22/09/2008,19869.01953,19869.01953,18500.10938,18682.08984,-3.34
29/09/2008,18742.25,18742.25,16799.28906,17682.40039,-5.35
06/10/2008,17156.21094,17241.7793,14398.54004,14796.87012,-16.32
13/10/2008,15156.16016,17141.05078,14554.20996,14554.20996,-1.64
20/10/2008,14691.90039,15616.95996,12618.37988,12618.37988,-13.30
27/10/2008,12372.75,14329.84961,10676.29004,13968.66992,10.70
03/11/2008,14436.03027,15317.83008,13273.08984,14243.42969,1.97
10/11/2008,15033.17969,15147.95996,12943.11035,13542.66016,-4.92
17/11/2008,13584.34961,13738.12012,11814.80957,12659.2002,-6.52
24/11/2008,12239.49023,13930.91016,12239.49023,13888.24023,9.71
01/12/2008,13775.28027,14253.66016,13344.59961,13846.08984,-0.30
08/12/2008,14303.25,15781.04981,14303.25,14758.38965,6.59
15/12/2008,15363.49023,15557.4502,14819.73047,15127.50977,2.50
22/12/2008,15177.12012,15227.42969,13855.88965,14184.13965,-6.24
29/12/2008,14080.86035,15042.80957,13924.32031,15042.80957,6.05
05/01/2009,15349.33008,15763.54981,14297.41016,14377.44043,-4.42
12/01/2009,14312.25977,14312.25977,12904.04981,13255.50977,-7.80
19/01/2009,13414.08984,13519.17969,12439.12988,12578.59961,-5.11
26/01/2009,13560.07031,13560.07031,12899.57031,13278.20996,5.56
02/02/2009,13194,13660.24023,12729.04004,13655.04004,2.84
09/02/2009,13865.58984,13976.30957,13174.00977,13554.66992,-0.74
16/02/2009,13559.82031,13559.82031,12669.57031,12699.16992,-6.31
23/02/2009,12777.95996,13207.98047,12634.83984,12811.57031,0.89
02/03/2009,12522.61035,12576.4502,11849.16992,11921.51953,-6.95
09/03/2009,11872.45996,12525.79981,11344.58008,12525.79981,5.07
16/03/2009,12657.87012,13226.30957,12615.4502,12833.50977,2.46
23/03/2009,13001.54981,14257.55957,13001.54981,14119.5,10.02
30/03/2009,13893.15039,14644.82031,13411.79004,14545.69043,3.02
06/04/2009,14920.83984,15147.05957,14276.34961,14901.41016,2.45
13/04/2009,14901.41016,15977.12988,14901.41016,15601.26953,4.70
20/04/2009,15574.32031,15878.40039,14830.58984,15258.84961,-2.19
27/04/2009,15160.69043,15587.29004,14457.99023,15520.99023,1.72
04/05/2009,15869.28027,17442.96094,15855.24023,17389.86914,12.04
11/05/2009,17381,17685.64063,16422.2793,16790.69922,-3.45
18/05/2009,16468.71094,17611,16334.36035,17062.51953,1.62
25/05/2009,16999.05078,18227.78906,16789,18171,6.50
01/06/2009,18499.91992,18967.39063,18108.80078,18679.5293,2.80
08/06/2009,18521.78906,19161.9707,17710.44922,18889.67969,1.13
15/06/2009,18712.06055,18872.74023,17655.82031,17920.92969,-5.13
22/06/2009,17906.39063,18688.10938,17375.96094,18600.25977,3.79
29/06/2009,18561.10938,18883.24023,17894.81055,18203.40039,-2.13
06/07/2009,18020.09961,18258.25977,17493.61914,17708.41992,-2.72
13/07/2009,17612.44922,18855.85938,17185.96094,18805.66016,6.20
20/07/2009,19005.18945,20063.92969,18960.53906,19982.78906,6.26
27/07/2009,20170.73047,20712.66016,19787.48047,20573.33008,2.96
03/08/2009,20582.67969,21196.75,20316.7793,20375.36914,-0.96
10/08/2009,20758.51953,21088.07031,20417.75977,20893.33008,2.54
17/08/2009,20467.30078,20471.76953,19824.85938,20199.01953,-3.32
24/08/2009,20649.96094,20649.96094,20004.69922,20098.61914,-0.50
31/08/2009,19827.13086,20413.60938,19425.85938,20318.61914,1.09
07/09/2009,20502.84961,21322.55078,20446.16016,21161.41992,4.15
14/09/2009,20841.50977,21929.78906,20819.92969,21623.44922,2.18
21/09/2009,21574.93945,21742.39063,20766.46094,21024.40039,-2.77
28/09/2009,20798.51953,21090.49023,20323.58984,20375.49023,-3.09
05/10/2009,20342.58008,21572.69922,20305.06055,21499.43945,5.52
12/10/2009,21623.33008,22250.34961,21262.71094,21929.90039,2.00
19/10/2009,21761.83008,22620.00977,21761.83008,22589.73047,3.01
26/10/2009,22589.73047,22589.73047,21134.33008,21752.86914,-3.70
02/11/2009,21194.11914,21931.35938,21130.90039,21829.7207,0.35
09/11/2009,22004.50977,22707.35938,21941.61914,22553.63086,3.32
16/11/2009,22789.99023,23099.57031,22376.35938,22455.83984,-0.43
23/11/2009,22541.68945,22813.92969,21002.49023,21134.5,-5.88
30/11/2009,21687.68945,22593.7207,21687.68945,22498.15039,6.45
07/12/2009,22387.23047,22476.61914,21565.58008,21902.10938,-2.65
14/12/2009,21638.9707,22225.76953,21078.19922,21175.88086,-3.32
21/12/2009,21110.24023,21591.99023,20932.76953,21517,1.61
28/12/2009,21622.13086,21886.32031,21320.10938,21872.5,1.65
04/01/2010,21860.03906,22548.0293,21689.2207,22296.75,1.94
11/01/2010,22524.17969,22671.91992,21581.07031,21654.16016,-2.88
18/01/2010,21418.33984,21681.68945,20250.35938,20726.17969,-4.29
25/01/2010,20447.78906,20619.69922,19916.33984,20121.99023,-2.92
01/02/2010,19987.66992,20780.5,19655.88086,19665.08008,-2.27
08/02/2010,19614.84961,20428.32031,19423.05078,20268.68945,3.07
15/02/2010,20657.85938,20684.2207,19874.55078,19894.01953,-1.85
22/02/2010,20407.83984,20711.75,20120.09961,20608.69922,3.59
01/03/2010,20853.08008,21056.92969,20575.7793,20787.9707,0.87
08/03/2010,21099.71094,21333.06055,21059.06055,21209.74023,2.03
15/03/2010,21036.41992,21440.81055,20964.31055,21370.82031,0.76
22/03/2010,21120.42969,21211.08008,20659.2793,21053.10938,-1.49
29/03/2010,21148.05078,21547.66016,21125.91016,21537,2.30
05/04/2010,21537,22249.23047,21537,22208.5,3.12
12/04/2010,22388.76953,22388.76953,21788.88086,21865.25977,-1.55
19/04/2010,21557.7793,21740.64063,21206.74023,21244.49023,-2.84
26/04/2010,21501.21094,21617.84961,20763.33984,21108.58984,-0.64
03/05/2010,20799.78906,21011.94922,19699.5,19920.28906,-5.63
10/05/2010,20118.94922,20526.58008,19977.09961,20145.42969,1.13
17/05/2010,19832.0293,20013.33008,19276.46094,19545.83008,-2.98
24/05/2010,19470.2793,19910.06055,18971.51953,19766.71094,1.13
31/05/2010,19705.5293,19859.80078,19372.13086,19780.07031,0.07
07/06/2010,19211.66992,19995.64063,19211.66992,19872.38086,0.47
14/06/2010,20102.55078,20315.41992,19970.91016,20286.71094,2.08
21/06/2010,20571.40039,20957.08984,20563.92969,20690.78906,1.99
28/06/2010,20718.08008,20862.38086,19803.2207,19905.32031,-3.80
05/07/2010,19809.06055,20418.31055,19777.83008,20378.66016,2.38
12/07/2010,20476.01953,20722.2207,20173.49023,20250.16016,-0.63
19/07/2010,20007.88086,20847.84961,20007.88086,20815.33008,2.79
26/07/2010,20944.63086,21199.55078,20824.05078,21029.81055,1.03
02/08/2010,21221.42969,21722.38086,21221.42969,21678.80078,3.09
09/08/2010,21640.5293,21805.93945,20926.48047,21071.57031,-2.80
16/08/2010,20881.94922,21297.61914,20868.24023,20981.82031,-0.43
23/08/2010,20963.25,21035.00977,20512.7793,20597.34961,-1.83
30/08/2010,20797.00977,21028.66016,20372.28906,20971.5,1.82
06/09/2010,21155.91016,21435.58008,21066.68945,21257.39063,1.36
13/09/2010,21396.90039,21988.86914,21395.57031,21970.85938,3.36
20/09/2010,21918.44922,22229.17969,21874.41992,22119.42969,0.68
27/09/2010,22351.33008,22439.18945,22091.13086,22358.16992,1.08
04/10/2010,22542.35938,23093.76953,22504.05078,22944.17969,2.62
11/10/2010,23169.13086,23866.86914,23035.57031,23757.63086,3.55
18/10/2010,23693.11914,23768.08984,23307.49023,23517.53906,-1.01
25/10/2010,23551.14063,23781.88086,22880.67969,23096.32031,-1.79
01/11/2010,23366.82031,24931.84961,23366.82031,24876.82031,7.71
08/11/2010,24838.2207,24988.57031,24187.26953,24222.58008,-2.63
15/11/2010,24371.76953,24382.14063,23192.49023,23605.71094,-2.55
22/11/2010,23499.63086,23592.76953,22782.98047,22877.25,-3.09
29/11/2010,22832.05078,23611.03906,22785.2793,23320.51953,1.94
06/12/2010,23507.19922,23612.25,22965.90039,23162.91016,-0.68
13/12/2010,23362.32031,23490.17969,22519.60938,22714.84961,-1.93
20/12/2010,22708.42969,23160.43945,22392.66992,22833.80078,0.52
27/12/2010,22833.80078,23111.26953,22529.25977,23035.44922,0.88
03/01/2011,23135.64063,23880.76953,23057.51953,23686.63086,2.83
10/01/2011,23715.4707,24378.81055,23481.80078,24283.23047,2.52
17/01/2011,24364.07031,24434.40039,23840.28906,23876.85938,-1.67
24/01/2011,23970.30078,24023.67969,23580.41992,23617.01953,-1.09
31/01/2011,23314.68945,23922.74023,23285.59961,23908.96094,1.24
07/02/2011,23981.74023,23981.74023,22446.66992,22828.91992,-4.52
14/02/2011,22920.28906,23614.60938,22809.00977,23595.24023,3.36
21/02/2011,23500.10938,23585.63086,22575.99023,23012.36914,-2.47
28/02/2011,22900.15039,23506.66992,22886.36914,23408.85938,1.72
07/03/2011,23257.14063,23934.07031,23105.99023,23249.7793,-0.68
14/03/2011,23207.15039,23345.88086,22123.25977,22300.23047,-4.08
21/03/2011,22401.06055,23179.25977,22395.30078,23158.66992,3.85
28/03/2011,23114.07031,23827.21094,22952.42969,23801.90039,2.78
04/04/2011,23917.00977,24468.64063,23917.00977,24396.07031,2.50
11/04/2011,24394.99023,24466.4707,23842.28906,24008.07031,-1.59
18/04/2011,23977.86914,24185.49023,23468.19922,24138.31055,0.54
25/04/2011,24138.31055,24260.76953,23633.74023,23720.81055,-1.73
02/05/2011,23720.81055,23924.48047,22985.66016,23159.14063,-2.37
09/05/2011,23249.98047,23509.00977,22888.08008,23276.26953,0.51
16/05/2011,23054.06055,23248.13086,22768.0293,23199.39063,-0.33
23/05/2011,22942.96094,23150.59961,22519.66016,23118.07031,-0.35
30/05/2011,23117.80078,23707.94922,22932.48047,22949.56055,-0.73
06/06/2011,22762.21094,22928.96094,22297.93945,22420.36914,-2.31
13/06/2011,22172.60938,22642.46094,21628.33008,21695.25977,-3.23
20/06/2011,21770.78906,22182.75,21508.76953,22171.94922,2.20
27/06/2011,21888.03906,22464.05078,21888.03906,22398.09961,1.02
04/07/2011,22813.25,22835.0293,22509.17969,22726.42969,1.47
11/07/2011,22598.61914,22598.61914,21648.39063,21875.38086,-3.74
18/07/2011,21727.92969,22449.10938,21611.16016,22444.80078,2.60
25/07/2011,22287.36914,22635.38086,22217.40039,22440.25,-0.02
01/08/2011,22739.55078,22808.33008,20643.25977,20946.14063,-6.66
08/08/2011,20409.00977,20572.50977,18868.10938,19620.00977,-6.33
15/08/2011,20056.7793,20504.38086,19314.41992,19399.91992,-1.12
22/08/2011,19465.30078,19919.91992,19047.64063,19582.88086,0.94
