Date,Open,High,Low,Close,Change
21/03/2005,139.389999,139.440002,137.300003,137.839996,-0.010977966
28/03/2005,137.779999,139.410004,137.690002,138.830002,0.007182284
04/04/2005,138.800003,140.139999,138.639999,139.979996,0.008283469
11/04/2005,139.979996,140.210007,138.270004,139.050003,-0.006643756
18/04/2005,139.029999,140.449997,137.559998,137.860001,-0.008558087
25/04/2005,137.850006,138.029999,134.690002,135.190002,-0.019367467
02/05/2005,135.210007,135.75,134.270004,134.839996,-0.002588993
09/05/2005,134.850006,137.110001,134.660004,135.320007,0.003559856
16/05/2005,135.369995,136.220001,134.520004,135.729996,0.003029774
23/05/2005,135.740005,136,134.929993,135.410004,-0.002357563
30/05/2005,135.389999,135.429993,131.399994,131.75,-0.027029052
06/06/2005,131.759995,131.960007,130.710007,131.559998,-0.00144214
13/06/2005,131.570007,133.550003,131.179993,132.720001,0.008817293
20/06/2005,132.789993,133.130005,130.699997,132.179993,-0.004068776
27/06/2005,132.199997,134.369995,132.199997,133.300003,0.00847337
04/07/2005,132.949997,134.470001,132.479996,134.240005,0.007051778
11/07/2005,134.240005,136,134.039993,135.089996,0.006331876
18/07/2005,135.110001,137.190002,133.610001,134.490005,-0.004441417
25/07/2005,134.479996,137.910004,134.169998,136.610001,0.015763223
01/08/2005,136.580002,140.979996,135.729996,138.479996,0.013688566
08/08/2005,138.479996,138.770004,135.869995,136.160004,-0.016753264
15/08/2005,136.139999,136.289993,134.119995,134.440002,-0.012632212
22/08/2005,134.410004,135.75,133.539993,135.289993,0.006322456
29/08/2005,135.279999,137.75,135.070007,137.610001,0.017148408
05/09/2005,137.589996,137.630005,135.190002,135.529999,-0.015115195
12/09/2005,135.539993,136.410004,130.089996,135.369995,-0.00118058
19/09/2005,135.350006,136.470001,134.360001,135.190002,-0.001329637
26/09/2005,135.169998,136.830002,135,136.580002,0.010281825
03/10/2005,136.580002,138.149994,135.850006,137.770004,0.008712857
10/10/2005,137.800003,138.229996,136.970001,137.869995,0.000725782
17/10/2005,137.869995,139.100006,137.649994,138.360001,0.003554116
24/10/2005,138.360001,140.179993,137.940002,139.610001,0.009034403
31/10/2005,139.619995,141.149994,139.330002,139.580002,-0.000214877
07/11/2005,139.559998,139.589996,137.490005,138.360001,-0.008740514
14/11/2005,138.369995,140.389999,138.279999,140.300003,0.014021408
21/11/2005,140.309998,140.699997,139.320007,140.229996,-0.000498981
28/11/2005,140.210007,141.880005,139.970001,141.830002,0.01140987
05/12/2005,141.809998,142.770004,141.300003,142.479996,0.004582909
12/12/2005,142.470001,143.550003,138.229996,139.100006,-0.023722558
19/12/2005,139.100006,139.990005,137.600006,137.869995,-0.008842638
26/12/2005,137.880005,139.889999,137.529999,139.589996,0.012475528
02/01/2006,139.490005,140.880005,138.839996,139.029999,-0.004011727
09/01/2006,139,139,137.110001,138.5,-0.00381212
16/01/2006,138.550003,140.380005,138.470001,140.100006,0.01155239
23/01/2006,140.100006,142.429993,140.100006,141.660004,0.011134889
30/01/2006,141.660004,143.389999,141.539993,142.940002,0.009035705
06/02/2006,142.919998,142.970001,139.649994,140.029999,-0.020358213
13/02/2006,140.029999,141.399994,139.369995,141.039993,0.007212697
20/02/2006,141.070007,141.654999,138.520004,138.589996,-0.017370938
27/02/2006,138.589996,140.404999,137.369995,140.309998,0.012410723
06/03/2006,140.289993,141.860001,139.520004,141.809998,0.010690614
13/03/2006,141.789993,142.440002,140.940002,141.399994,-0.002891221
20/03/2006,141.419998,141.960007,140.699997,141.449997,0.000353628
27/03/2006,141.470001,146.149994,139.699997,142.589996,0.008059378
03/04/2006,142.570007,144.860001,142.429993,143.009995,0.002945501
10/04/2006,143.029999,143.964996,142.820007,143.710007,0.004894847
17/04/2006,143.690002,145.410004,142.330002,143.169998,-0.00375763
24/04/2006,143.190002,143.850006,141.490005,143.539993,0.002584305
01/05/2006,143.539993,144.649994,142.389999,142.684998,-0.005956493
08/05/2006,142.679993,142.919998,141.059998,142.020004,-0.004660574
15/05/2006,142.009995,142.869995,140.220001,142.509995,0.003450155
22/05/2006,142.490005,144.190002,142.490005,143.25,0.005192653
29/05/2006,143.210007,144.669998,143.009995,144.25,0.006980803
05/06/2006,144.240005,145.669998,143.720001,144.059998,-0.001317172
12/06/2006,144.089996,145.789993,143.649994,145.789993,0.012008851
19/06/2006,145.800003,146.25,144.199997,145.630005,-0.001097387
26/06/2006,145.619995,146.589996,145.320007,146.160004,0.003639353
03/07/2006,146.100006,147.380005,145.835007,146.029999,-0.00088947
10/07/2006,146,147.179993,144.990005,146.880005,0.005820763
17/07/2006,146.880005,147.850006,146.229996,147.619995,0.005038058
24/07/2006,147.619995,147.990005,146.009995,146.509995,-0.007519307
31/07/2006,146.509995,147.880005,145.720001,147.229996,0.004914347
07/08/2006,147.199997,148.550003,147.070007,148.029999,0.005433696
14/08/2006,147.990005,148.919998,147.929993,148.509995,0.003242559
21/08/2006,148.529999,149.779999,148.490005,149.630005,0.007541647
28/08/2006,149.610001,150.720001,149.009995,150.240005,0.004076722
04/09/2006,150.25,150.330002,147.580002,148.199997,-0.013578328
11/09/2006,148.169998,149.839996,147.619995,148.820007,0.004183603
18/09/2006,148.809998,150.220001,148.309998,149.020004,0.001343885
25/09/2006,149.039993,149.940002,147.720001,149.669998,0.00436179
02/10/2006,149.679993,150.429993,149,149.75,0.000534523
09/10/2006,149.75,150.270004,149.520004,149.710007,-0.000267065
16/10/2006,149.729996,149.929993,148.399994,149.630005,-0.00053438
23/10/2006,149.619995,150.720001,149.389999,149.580002,-0.000334178
30/10/2006,149.580002,150.179993,148.929993,149.970001,0.002607294
06/11/2006,149.960007,151.990005,149.869995,150.990005,0.006801387
13/11/2006,150.990005,151.449997,150.440002,151.110001,0.000794728
20/11/2006,151.110001,152.440002,150.300003,151.960007,0.005625081
27/11/2006,151.949997,154.610001,151.830002,153.869995,0.012569018
04/12/2006,153.860001,156.589996,148.5,153.25,-0.004029343
11/12/2006,153.279999,155.529999,153.179993,154.389999,0.007438819
18/12/2006,154.404999,156.380005,154.110001,155.940002,0.01003953
25/12/2006,155.960007,157.199997,155.464996,157.029999,0.006989849
01/01/2007,157.100006,158.009995,154.110001,154.229996,-0.017831007
08/01/2007,154.240005,156.25,153.660004,155.419998,0.007715762
15/01/2007,155.440002,157.664993,155.070007,157.179993,0.011324122
22/01/2007,157.169998,158.610001,155.850006,156.979996,-0.001272407
29/01/2007,156.990005,158.610001,156.009995,156.804993,-0.001114811
05/02/2007,156.789993,159.360001,155.25,158.600006,0.011447422
12/02/2007,158.639999,158.880005,156.210007,156.910004,-0.01065575
19/02/2007,156.940002,159.630005,156.850006,159.440002,0.01612388
26/02/2007,159.429993,160.889999,153.059998,153.039993,-0.040140548
05/03/2007,153.059998,155.669998,150.729996,155.139999,0.013721943
12/03/2007,155.139999,155.832001,152.759995,155.020004,-0.000773463
19/03/2007,155.020004,157.610001,155.009995,156.602997,0.01021154
26/03/2007,156.649994,157.975006,155.373993,157.229996,0.004003748
02/04/2007,157.240005,159.779999,156.889999,159.550003,0.014755499
09/04/2007,159.550003,162.371002,159.123001,162.210007,0.016671914
16/04/2007,162.199997,163.550003,159.630005,161.539993,-0.004130534
23/04/2007,161.529999,163.410004,160.190002,162.660004,0.006933336
30/04/2007,162.679993,165.009995,161.539993,163.201996,0.003332055
07/05/2007,163.160004,163.429993,161.160004,162.589996,-0.003749954
14/05/2007,162.610001,163.880005,162.559998,163.779999,0.007319042
21/05/2007,163.779999,163.960999,162.240005,163.740005,-0.000244193
28/05/2007,163.740997,50037,162.970001,164,0.001587853
04/06/2007,164.009995,164.570007,161.75,162.529999,-0.008963421
11/06/2007,162.539993,166.320007,161.550003,165.289993,0.016981444
18/06/2007,165.279999,167.25,165.190002,166.800003,0.00913552
25/06/2007,166.800003,166.919998,164.259995,166.690002,-0.000659478
02/07/2007,166.679993,168.320007,166.149994,168.220001,0.009178709
09/07/2007,168.210007,168.910004,166.559998,168.149994,-0.000416163
16/07/2007,168.160004,173.339996,167.169998,167.869995,-0.001665174
23/07/2007,167.869995,167.949997,158.660004,161.270004,-0.039316085
30/07/2007,161.330002,163.774994,160.490005,162.419998,0.007130861
06/08/2007,162.460007,165.369995,159.600006,162.059998,-0.002216476
13/08/2007,162.059998,162.160004,149.509995,153.639999,-0.05195606
20/08/2007,153.449997,159.559998,153.399994,159.559998,0.038531626
27/08/2007,159.559998,159.649994,154.509995,157.990005,-0.009839515
03/09/2007,157.979996,158.630005,155.190002,155.276993,-0.017172048
10/09/2007,156.729996,160.429993,156.389999,159.740005,0.028742262
17/09/2007,159.699997,162.880005,158.839996,162.490005,0.017215475
24/09/2007,162.419998,163.940002,161.020004,163.839996,0.008308148
01/10/2007,163.800003,165.889999,161.130005,165.460007,0.009887763
08/10/2007,165.460007,168.339996,164.139999,166.539993,0.006527172
15/10/2007,166.580002,167.673996,162.679993,162.960007,-0.021496254
22/10/2007,162.929993,164.75,160.649994,164.479996,0.009327374
29/10/2007,164.520004,167.270004,164.410004,166.160004,0.010214057
05/11/2007,166.169998,167.518997,161.710007,162.089996,-0.024494511
12/11/2007,162.110001,164.123993,158.779999,162.550003,0.002837973
19/11/2007,162.589996,941.859985,147.369995,161.179993,-0.008428237
26/11/2007,161.210007,163.764999,159.460007,162.610001,0.008872119
03/12/2007,162.600006,163.850006,160.960007,163.610001,0.006149683
10/12/2007,163.559998,165.268005,161.899994,163.369995,-0.00146694
17/12/2007,163.434006,164.080002,161.770004,164.020004,0.003978754
24/12/2007,164.050003,166.649994,163.880005,165.440002,0.008657468
31/12/2007,165.440002,165.479996,159.763,160.179993,-0.031794058
07/01/2008,160.139999,162.264008,159.979996,161.149994,0.006055694
14/01/2008,161.210007,161.429993,155.720001,156.020004,-0.031833634
21/01/2008,153.179993,159.080002,152.125,156.837997,0.005242873
28/01/2008,156.839996,159.389999,155.556,157.759995,0.005878665
04/02/2008,157.740005,158.679993,154.136993,156.070007,-0.010712399
11/02/2008,156.110001,158.820007,154.350006,158.149994,0.013327269
18/02/2008,158.160004,159.479996,157.830002,159.199997,0.006639286
25/02/2008,159.179993,161.259995,156.666,156.710007,-0.015640641
03/03/2008,156.649994,159.149994,155.899994,157.419998,0.004530604
10/03/2008,157.440002,159.100006,154.220001,154.580002,-0.018040884
17/03/2008,154.570007,156.949997,151.830002,153.479996,-0.007116095
24/03/2008,153.470001,158.309998,153.089996,156.240005,0.017982858
31/03/2008,156.240005,161.059998,156.229996,159.839996,0.023041416
07/04/2008,159.820007,161.610001,158.330002,159.119995,-0.004504511
14/04/2008,159.149994,164.649994,158.229996,164.330002,0.032742629
21/04/2008,164.322998,164.929993,162.729996,162.938004,-0.008470748
28/04/2008,162.955002,163.830002,161.130005,162.490005,-0.002749506
05/05/2008,162.490005,163.082993,158.649994,158.990005,-0.021539786
12/05/2008,158.990005,162.919998,158.630005,162.160004,0.019938354
19/05/2008,162.240005,163.839996,161.460007,162.910004,0.004625062
26/05/2008,162.919998,164.360001,162.729996,164.029999,0.006874931
02/06/2008,164.039993,166.123993,161.746002,165.210007,0.007193855
09/06/2008,165.199997,167.125,165.199997,166.565994,0.008207657
16/06/2008,166.557007,168.052002,166.440002,167.539993,0.005847526
23/06/2008,167.542007,169.429993,166.899994,167.830002,0.001730984
30/06/2008,167.820007,169.059998,166.160004,167.621002,-0.001245308
07/07/2008,167.612,169.593002,167.149994,169.369995,0.010434212
14/07/2008,169.360001,169.630005,165.350006,169.281998,-0.000519555
21/07/2008,169.279999,169.938995,167.537994,169.270004,-7.09E-05
28/07/2008,169.259995,169.690994,167.949997,168.110001,-0.006852974
04/08/2008,null,null,null,null,#VALUE!
11/08/2008,null,null,null,null,#VALUE!
18/08/2008,null,null,null,null,#VALUE!
25/08/2008,160.615997,161.970001,159.160004,159.279999,#VALUE!
01/09/2008,159.320007,159.559998,150.699997,155.550003,-0.023417855
08/09/2008,155.600006,156.910004,147.559998,152.082001,-0.022295094
15/09/2008,152.080002,155.520004,147.052002,154.389999,0.01517601
22/09/2008,154.410004,156.770004,150.649994,154.520004,0.000842056
29/09/2008,154.559998,155.044998,142.630005,143.369995,-0.072159
06/10/2008,143.371994,143.451996,132.317001,137.112,-0.043649266
13/10/2008,137.100006,141.559998,133.470001,135.985001,-0.00821955
20/10/2008,135.919998,138.380005,113.769997,118.081001,-0.131661579
27/10/2008,118.529999,130.908997,113.815002,125.830002,0.065624452
03/11/2008,125.82,130.843994,122.459999,126.973,0.009083668
10/11/2008,126.870003,128.380005,117.699997,120.5,-0.050979342
17/11/2008,120.538002,124.000999,116.449997,121.323997,0.006838149
24/11/2008,121.220001,126.139999,119.540001,120.800003,-0.004318964
01/12/2008,120.790001,120.982002,116.059998,118.117996,-0.022202044
08/12/2008,118.123001,122.889999,118.079002,121.900002,0.032018881
15/12/2008,121.919998,130.059998,121.769997,125.099998,0.026250992
22/12/2008,125.120003,127.910004,125.050003,127.790001,0.021502822
29/12/2008,127.800003,129.600006,125.400002,128.507996,0.005618554
05/01/2009,128.460007,128.460007,120.82,120.942001,-0.058875675
12/01/2009,120.940002,122.129997,116.360001,121.790001,0.007011625
19/01/2009,121.800003,121.970001,112.370003,114.040001,-0.063634124
26/01/2009,114.176003,119.498001,113.989998,114.389,0.003060321
02/02/2009,114.383003,119.870003,113.120003,119.272003,0.042687697
09/02/2009,119.290001,119.913002,114.929001,117.010002,-0.018965063
16/02/2009,116.989998,120.650002,115.68,119.526001,0.021502427
23/02/2009,119.510002,126.054001,119.080002,122.419998,0.02421228
02/03/2009,122.447998,125.709999,121.800003,124.546997,0.017374604
09/03/2009,124.540001,127.550003,122.169998,126.346001,0.014444379
16/03/2009,126.397003,130.830002,126.330002,130.800003,0.035252418
23/03/2009,130.781998,134.391006,129.399994,130.270004,-0.00405198
30/03/2009,130.244995,136.151993,126.5,135.880005,0.043064411
06/04/2009,135.889999,137.386002,131.080002,132.210007,-0.02700911
13/04/2009,132.270004,134.240005,124.370003,129.509995,-0.020422146
20/04/2009,129.520004,129.520004,126.112999,127.885002,-0.01254724
27/04/2009,127.892998,132.309998,124.419998,131.669998,0.029596872
04/05/2009,132.056,134.783005,129.878006,134.410004,0.020809646
11/05/2009,134.399994,134.716995,127.639999,128.210007,-0.046127497
18/05/2009,128.192993,133.029999,126.980003,132.766998,0.035543177
25/05/2009,132.774002,135.675995,131.5,134.570007,0.01358025
01/06/2009,134.636002,140.300003,133.910004,137.649994,0.022887619
08/06/2009,137.660004,138.276001,135.716995,137.621002,-0.000210621
15/06/2009,137.600006,137.729996,132.369003,134.014999,-0.026202418
22/06/2009,134.003998,134.947998,131.431,134.080994,0.000492445
