Date,Open,High,Low,Close,Change
21/03/2005,87.015999,87.714996,86.595001,87.337997,0.004208216
28/03/2005,87.323997,88.936996,87.323997,88.519997,0.013533628
04/04/2005,88.555,89.124001,87.894997,88.171997,-0.003931315
11/04/2005,88.184998,88.382004,86.184998,86.417999,-0.019892915
18/04/2005,86.410004,86.723,85.374001,85.510002,-0.010507036
25/04/2005,85.482002,85.635002,82.915001,83.43,-0.024324663
02/05/2005,83.447998,84.670998,83.252998,84.646004,0.014575141
09/05/2005,84.678001,85.587997,84.566002,84.806,0.001890178
16/05/2005,84.825996,85.752998,83.942001,85.411003,0.007133965
23/05/2005,85.397003,86.212997,84.973,85.931,0.006088173
30/05/2005,85.928001,87.140999,85.608002,86.358002,0.004969126
06/06/2005,86.377998,87.304001,85.288002,86.794998,0.005060284
13/06/2005,86.803001,88.531998,86.508003,88.415001,0.018664705
20/06/2005,88.435997,88.916,87.633003,88.443001,0.000316688
27/06/2005,88.408997,90.580002,88.279999,89.596001,0.013036645
04/07/2005,89.537003,92.218002,89.445,92.027,0.027132896
11/07/2005,91.987999,93.191002,91.515999,91.922997,-0.001130136
18/07/2005,91.93,92.989998,90.389999,91.353996,-0.006189974
25/07/2005,91.436996,93.617996,90.550003,92.110001,0.008275555
01/08/2005,92.099998,93.697998,90.265999,92.25,0.001519911
08/08/2005,92.220001,92.415001,90.980003,91.489998,-0.008238504
15/08/2005,91.5,91.758003,90.350998,91.160004,-0.003606886
22/08/2005,91.169998,92.910004,90.492996,91.932999,0.008479541
29/08/2005,91.970001,93.779999,91.970001,92.330002,0.004318395
05/09/2005,92.32,93.841003,91.599998,92.839996,0.0055236
12/09/2005,92.849998,94.514,89.800003,94.362999,0.0164046
19/09/2005,94.362999,96.268997,94.199997,95.849998,0.015758285
26/09/2005,95.852997,97.879997,95.269997,97.641998,0.018695879
03/10/2005,97.625,98.160004,95.672997,96.747002,-0.009166097
10/10/2005,96.764,97.980003,95.959999,96.349998,-0.004103528
17/10/2005,96.339996,98.550003,96.139999,97.620003,0.013181163
24/10/2005,97.627998,99.300003,96.809998,98.209999,0.006043802
