Date,Open,High,Low,Close,% Change NK
14/11/2005,14218.71973,14633.34961,14015.62012,14623.12012,3.31
21/11/2005,14719.28027,14866.99023,14590.55957,14784.29004,1.10
28/11/2005,14847.58008,15421.59961,14821.75,15421.59961,4.31
05/12/2005,15413.51953,15572.71973,15117.15039,15404.04981,-0.11
12/12/2005,15549.65039,15885.51953,15095.55957,15173.07031,-1.50
19/12/2005,15252.15039,16010.16992,15196,15941.37012,5.06
26/12/2005,16027.66016,16445.56055,15911.23047,16111.42969,1.07
02/01/2006,16294.65039,16479.55078,16250.75977,16428.21094,1.97
09/01/2006,16487.05078,16490.26953,16005.24023,16454.94922,0.16
16/01/2006,16360.04004,16387.63086,15059.51953,15696.69043,-4.61
23/01/2006,15497.61035,16460.67969,15312.70996,16460.67969,4.87
30/01/2006,16615.91016,16754.59961,16480.08984,16659.64063,1.21
06/02/2006,16736.23047,16777.36914,16090.92969,16257.83008,-2.41
13/02/2006,16191.92969,16312.74023,15691.86035,15713.4502,-3.35
20/02/2006,15620.58008,16118.11035,15389.58008,16101.91016,2.47
27/02/2006,16156.15039,16290.15039,15658.63965,15663.33984,-2.72
06/03/2006,15668.62988,16264.88965,15553.13965,16115.62988,2.89
13/03/2006,16264.58984,16410.28906,16032.54981,16339.73047,1.39
20/03/2006,16299.34961,16667.13086,16299.34961,16560.86914,1.35
27/03/2006,16599.91992,17125.64063,16463.94922,17059.66016,3.01
03/04/2006,17127.60938,17563.36914,17105.5,17563.36914,2.95
10/04/2006,17455.0293,17489.60938,17068.96094,17233.82031,-1.88
17/04/2006,17233.73047,17479.73047,16945.30078,17403.96094,0.99
24/04/2006,17245.61914,17245.61914,16750.5,16906.23047,-2.86
01/05/2006,16929.83008,17188.53906,16868.68945,17153.76953,1.46
08/05/2006,17334.18945,17375.25,16422.49023,16601.7793,-3.22
15/05/2006,16395.88086,16596.48047,15914.38965,16155.4502,-2.69
22/05/2006,16254.55957,16268.50977,15508.50977,15970.75977,-1.14
29/05/2006,16111.54004,16111.54004,15266.96973,15789.30957,-1.14
05/06/2006,15719.30957,15784.9502,14389.30957,14750.83984,-6.58
12/06/2006,14685.45996,14976.66992,14045.53027,14879.33984,0.87
19/06/2006,14815.86035,15138.46973,14482.95996,15124.04004,1.64
26/06/2006,15080.23047,15521.21973,14824.79981,15505.17969,2.52
03/07/2006,15573.34961,15710.38965,15276.15039,15307.61035,-1.27
10/07/2006,15149.91016,15555.42969,14815.90039,14845.24023,-3.02
17/07/2006,14714.17969,14962.12988,14437.24023,14821.25977,-0.16
24/07/2006,14700.58008,15351.79004,14560.66992,15342.87012,3.52
31/07/2006,15462.38965,15580.91016,15287.80957,15499.17969,1.02
07/08/2006,15494.46973,15690.86035,15154.05957,15565.01953,0.42
14/08/2006,15550.95996,16204.59961,15549.66992,16105.98047,3.48
21/08/2006,16104.5,16244.83984,15874.62988,15938.66016,-1.04
28/08/2006,15953.08008,16207.41016,15745.00977,16134.25,1.23
04/09/2006,16280.17969,16414.93945,15831.75,16080.45996,-0.33
11/09/2006,16053.12988,16053.12988,15675.37012,15866.92969,-1.33
18/09/2006,15948.46973,16096.17969,15580.19043,15634.66992,-1.46
25/09/2006,15550.55957,16127.58008,15513.87012,16127.58008,3.15
02/10/2006,16169,16481.31055,16028.32031,16436.06055,1.91
09/10/2006,16325.48047,16620.15039,16325.48047,16536.53906,0.61
16/10/2006,16663.2207,16732.43945,16466.74023,16651.63086,0.70
23/10/2006,16641.32031,16901.5293,16598.5293,16669.07031,0.10
30/10/2006,16544.5,16549.71094,16209.13965,16350.01953,-1.91
06/11/2006,16278.78027,16512.50977,16094.49023,16112.42969,-1.45
13/11/2006,16016.41992,16373.48047,15913.86035,16091.73047,-0.13
20/11/2006,16004.33984,16036.17969,15639.19043,15734.59961,-2.22
27/11/2006,15615.55957,16376.29981,15615.55957,16321.78027,3.73
04/12/2006,16263.98047,16550.73047,16185.91992,16417.82031,0.59
11/12/2006,16487.30078,16959.91016,16470.40039,16914.31055,3.02
18/12/2006,16962.65039,17109.16992,16754.21094,17104.96094,1.13
25/12/2006,17104.80078,17301.68945,17056.58984,17225.83008,0.71
01/01/2007,17322.5,17379.46094,17011.09961,17091.58984,-0.78
08/01/2007,17018.89063,17261.0293,16758.46094,17057.00977,-0.20
15/01/2007,17160.25,17408.61914,17002.66992,17310.43945,1.49
22/01/2007,17429.90039,17617.64063,17300.83984,17421.92969,0.64
29/01/2007,17393.18945,17633.60938,17275.83984,17547.10938,0.72
05/02/2007,17531.41016,17545.71094,17199.66016,17504.33008,-0.24
12/02/2007,17481.76953,17911.58008,17440.42969,17875.65039,2.12
19/02/2007,17835.13086,18239.13086,17810.05078,18188.41992,1.75
26/02/2007,18219.75,18300.39063,17160.42969,17217.92969,-5.34
05/03/2007,16992.43945,17246.21094,16532.91016,17164.03906,-0.31
12/03/2007,17312.14063,17325.44922,16628.84961,16744.15039,-2.45
19/03/2007,16713.99023,17534.76953,16713.99023,17480.60938,4.40
26/03/2007,17517.91992,17558.03906,17036.2207,17287.65039,-1.10
02/04/2007,17346.25,17576.50977,16999.05078,17484.7793,1.14
09/04/2007,17606.0293,17747.82031,17327.36914,17363.94922,-0.69
16/04/2007,17507.17969,17782.08008,17219.73047,17452.61914,0.51
23/04/2007,17589.60938,17656.55078,17221.55078,17400.41016,-0.30
30/04/2007,17396.30078,17441.09961,17203.0293,17394.91992,-0.03
07/05/2007,17564.16992,17827.48047,17455.2793,17553.7207,0.91
14/05/2007,17682.74023,17786.65039,17320.81055,17399.58008,-0.88
21/05/2007,17455.55078,17802.71094,17370.17969,17481.21094,0.47
28/05/2007,17544.98047,18017.73047,17484.30078,17958.88086,2.73
04/06/2007,18067.90039,18073.05078,17696.50977,17779.08984,-1.00
11/06/2007,17899.01953,18007.99023,17591.92969,17971.49023,1.08
18/06/2007,18127.41016,18297,18092.35938,18188.63086,1.21
25/06/2007,18107.67969,18203.56055,17848.05078,18138.35938,-0.28
02/07/2007,18139.03906,18295.26953,18062.49023,18140.93945,0.01
09/07/2007,18226.07031,18282.15039,17919.16992,18238.94922,0.54
16/07/2007,18269.35938,18269.35938,17964.2793,18157.92969,-0.44
23/07/2007,17995.71094,18018.93945,17196.16016,17283.81055,-4.81
30/07/2007,17138.5293,17318.00977,16652.80078,16979.85938,-1.76
06/08/2007,16781.14063,17274.33008,16651.71094,16764.08984,-1.27
13/08/2007,16791.80078,16948.40039,15262.09961,15273.67969,-8.89
20/08/2007,15477.25977,16333.36035,15477.25977,16248.96973,6.39
27/08/2007,16429.00977,16569.08984,15830.28027,16569.08984,1.97
03/09/2007,16511.07031,16575.9707,15840.04981,16122.16016,-2.70
10/09/2007,15906.51953,16142.08008,15610.65039,16127.41992,0.03
17/09/2007,16037.49023,16491.44922,15780.90039,16312.61035,1.15
24/09/2007,16317.19043,16929.25977,16240.25977,16785.68945,2.90
01/10/2007,16773.09961,17205.41992,16685.80078,17065.03906,1.66
08/10/2007,17166.16992,17488.9707,17133.51953,17331.16992,1.56
15/10/2007,17399.66992,17430.08984,16711.57031,16814.36914,-2.98
22/10/2007,16563.57031,16578.58984,16199.01953,16505.63086,-1.84
29/10/2007,16613.30078,16887.03906,16484.53906,16517.48047,0.07
05/11/2007,16458.14063,16458.14063,15566.12012,15583.41992,-5.65
12/11/2007,15377.37012,15587.30957,14988.76953,15154.61035,-2.75
19/11/2007,15177.16992,15302.75977,14669.84961,14888.76953,-1.75
26/11/2007,14921.57031,15751.2002,14801.87012,15680.66992,5.32
03/12/2007,15747.46973,16107.65039,15365.38965,15956.37012,1.76
10/12/2007,16007.33008,16075.61035,15433.76953,15514.50977,-2.77
17/12/2007,15433.29981,15508.5,14998.00977,15257,-1.66
24/12/2007,15441.33008,15653.54004,15240.95996,15307.78027,0.33
31/12/2007,15155.73047,15156.66016,14542.58008,14691.41016,-4.03
07/01/2008,14549.37988,14667.84961,14096.54004,14110.79004,-3.95
14/01/2008,14134.91016,14224,13365.32031,13861.29004,-1.77
21/01/2008,13701.42969,13704.65039,12572.67969,13629.16016,-1.67
28/01/2008,13482.83984,13648.38965,13087.91016,13497.16016,-0.97
04/02/2008,13642.59961,13889.24023,12972.54981,13017.24023,-3.56
11/02/2008,12998.87012,13666.67969,12923.41992,13622.55957,4.65
18/02/2008,13627.30957,13853.20996,13310.37012,13500.45996,-0.90
25/02/2008,13612.30957,14105.46973,13533.25,13603.01953,0.76
03/03/2008,13412.87012,13413.62988,12744.51953,12782.79981,-6.03
10/03/2008,12716.83984,13071.21973,12167.08984,12241.59961,-4.23
17/03/2008,12089.03027,12496.41016,11691,12482.57031,1.97
24/03/2008,12473.05957,12874.4502,12438.2002,12820.46973,2.71
31/03/2008,12709.28027,13389.90039,12430.62988,13293.21973,3.69
07/04/2008,13240.55957,13485.90039,12898.49023,13323.73047,0.23
14/04/2008,13132.66992,13495.94043,12858.62988,13476.4502,1.15
21/04/2008,13639.84961,13886.37012,13449.04004,13863.46973,2.87
28/04/2008,13907.96973,14072.91992,13727.07031,14049.25977,1.34
05/05/2008,14147.57031,14208.66992,13639.99023,13655.33984,-2.80
12/05/2008,13565.91016,14392.53027,13540.67969,14219.48047,4.13
19/05/2008,14294.51953,14343.19043,13658.01953,14012.2002,-1.46
26/05/2008,13875.98047,14366.62988,13665.57031,14338.54004,2.33
02/06/2008,14342.95996,14601.26953,14127.75,14489.44043,1.05
09/06/2008,14275.33984,14308.88965,13810.37988,13973.73047,-3.56
16/06/2008,14118.23047,14469.99023,13903.20996,13942.08008,-0.23
23/06/2008,13769.44043,13950.55957,13453.34961,13544.36035,-2.85
30/06/2008,13584.50977,13598.48047,13118.88965,13237.88965,-2.26
07/07/2008,13212.79981,13409.29981,12918.21973,13039.69043,-1.50
14/07/2008,13022.29004,13185.90039,12671.33984,12803.7002,-1.81
21/07/2008,12944.55957,13603.30957,12921.01953,13334.75977,4.15
28/07/2008,13407.36035,13468.94043,13018.21973,13094.58984,-1.80
04/08/2008,13083.28027,13295.50977,12893.33984,13168.41016,0.56
11/08/2008,13259.45996,13468.80957,12926.98047,13019.41016,-1.13
18/08/2008,12971.49023,13270.37012,12631.94043,12666.04004,-2.71
25/08/2008,12797.54004,13079.37012,12656.08984,13072.87012,3.21
01/09/2008,12936.80957,12940.54981,12163.33008,12212.23047,-6.58
08/09/2008,12359.92969,12671.75977,12059.08984,12214.75977,0.02
15/09/2008,12028.4502,12028.4502,11301.45996,11920.86035,-2.41
22/09/2008,12037.88965,12263.9502,11788.73047,11893.16016,-0.23
29/09/2008,11883.25,12062.66992,10938.13965,10938.13965,-8.03
06/10/2008,10817.26953,10839.5,8115.410156,8276.429688,-24.33
13/10/2008,8407.94043,9601.299805,8407.94043,8693.820313,5.04
20/10/2008,8775.240234,9358.509766,7647.069824,7649.080078,-12.02
27/10/2008,7568.359863,9030.849609,6994.899902,8576.980469,12.13
03/11/2008,8702.769531,9521.240234,8266.089844,8583,0.07
10/11/2008,8711.990234,9106.290039,8148.299805,8462.389648,-1.41
17/11/2008,8366.879883,8767.980469,7406.180176,7910.790039,-6.52
24/11/2008,8026.060059,8518.129883,8025.689941,8512.269531,7.60
01/12/2008,8464.360352,8464.360352,7849.839844,7917.509766,-6.99
08/12/2008,7970.689941,8720.549805,7959.009766,8235.870117,4.02
15/12/2008,8349.849609,8743.219727,8349.849609,8588.519531,4.28
22/12/2008,8602.5,8751.179688,8476.69043,8739.519531,1.76
29/12/2008,8726.30957,8859.55957,8638.599609,8859.55957,1.37
05/01/2009,8991.209961,9325.349609,8773.200195,8836.799805,-0.26
12/01/2009,8732.629883,8732.929688,7997.72998,8230.150391,-6.87
19/01/2009,8318.259766,8351.679688,7745.25,7745.25,-5.89
26/01/2009,7714.259766,8305.379883,7671.040039,7994.049805,3.21
02/02/2009,7908.509766,8169.040039,7795.27002,8076.620117,1.03
09/02/2009,8178.069824,8257.709961,7685.680176,7779.399902,-3.68
16/02/2009,7732.680176,7804.240234,7382.330078,7416.379883,-4.67
23/02/2009,7314.299805,7599.810059,7155.160156,7568.419922,2.05
02/03/2009,7454.279785,7532.870117,7088.470215,7173.100098,-5.22
09/03/2009,7191.129883,7571.450195,7021.279785,7569.279785,5.52
16/03/2009,7630.200195,8054.350098,7630.200195,7945.959961,4.98
23/03/2009,7943.140137,8843.179688,7922.549805,8626.969727,8.57
30/03/2009,8621.849609,8884.629883,8084.620117,8749.839844,1.42
06/04/2009,8856.839844,9068.799805,8556.75,8964.110352,2.45
13/04/2009,8930.349609,9030,8681.030273,8907.580078,-0.63
20/04/2009,8899.589844,8933.799805,8612.759766,8707.990234,-2.24
27/04/2009,8783.339844,9017.320313,8493.769531,8977.370117,3.09
04/05/2009,9102.349609,9464.429688,9100.110352,9432.830078,5.07
11/05/2009,9460.719727,9503.910156,9052.410156,9265.019531,-1.78
18/05/2009,9167.049805,9399.400391,8997.740234,9225.80957,-0.42
25/05/2009,9245.950195,9522.5,9231.929688,9522.5,3.22
01/06/2009,9517.490234,9793.469727,9491.259766,9768.009766,2.58
08/06/2009,9829.280273,10170.82031,9755.80957,10135.82031,3.77
15/06/2009,10126.54981,10126.54981,9649.830078,9786.259766,-3.45
22/06/2009,9788.070313,9893,9511.450195,9877.389648,0.93
29/06/2009,9866.280273,10086.17969,9691.160156,9816.070313,-0.62
06/07/2009,9738.490234,9771.759766,9265.240234,9287.280273,-5.39
13/07/2009,9242.129883,9489.669922,9050.330078,9395.320313,1.16
20/07/2009,9512.519531,9950.040039,9508.919922,9944.549805,5.85
27/07/2009,10020.87012,10359.07031,10015.11035,10356.83008,4.15
03/08/2009,10355.23047,10479.19043,10249.04004,10412.08984,0.53
10/08/2009,10530.62012,10630.37988,10434.08984,10597.33008,1.78
17/08/2009,10521.01953,10521.01953,10142.21973,10238.2002,-3.39
24/08/2009,10389.57031,10668.74023,10388.78027,10534.13965,2.89
