Date,Open,High,Low,Close,% Change DJIA
07/04/2008,12612.58984,12733.66016,12302.05957,12325.41992,-2.2523
14/04/2008,12324.76953,12893.98047,12269.80957,12849.36035,4.2509
21/04/2008,12850.91016,12942.25977,12656.55957,12891.86035,0.3308
28/04/2008,12890.75977,13132.45996,12793.09961,13058.2002,1.2903
05/05/2008,13056.57031,13058.4502,12715.01953,12745.87988,-2.3918
12/05/2008,12745.54981,13001.94043,12740.5,12986.79981,1.8902
19/05/2008,12985.41016,13136.69043,12460.08984,12479.62988,-3.9053
26/05/2008,12479.62988,12726.66016,12442.58984,12638.32031,1.2716
02/06/2008,12637.66992,12638.08008,12192.05957,12209.80957,-3.3906
09/06/2008,12210.12988,12369.23047,12076.92969,12307.34961,0.7989
16/06/2008,12306.86035,12322.82031,11818.83008,11842.69043,-3.7755
23/06/2008,11843.83008,11986.95996,11297.99023,11346.50977,-4.1898
30/06/2008,11345.7002,11437.29981,11157.20996,11288.54004,-0.5109
07/07/2008,11289.19043,11418.24023,10977.67969,11100.54004,-1.6654
14/07/2008,11103.63965,11510.82031,10827.70996,11496.57031,3.5677
21/07/2008,11495.01953,11698.16992,11325.09961,11370.69043,-1.0949
28/07/2008,11369.46973,11586.62012,11125.12988,11326.32031,-0.3902
04/08/2008,11326.32031,11759.95996,11221.53027,11734.32031,3.6022
11/08/2008,11729.66992,11867.11035,11450.88965,11659.90039,-0.6342
18/08/2008,11659.65039,11690.42969,11290.58008,11628.05957,-0.2731
25/08/2008,11626.19043,11715.17969,11340.41016,11543.95996,-0.7232
01/09/2008,11545.62988,11790.16992,11037.84961,11220.95996,-2.7980
08/09/2008,11224.87012,11577.5,11098.66992,11421.99023,1.7916
15/09/2008,11416.37012,11483.04981,10459.44043,11388.44043,-0.2937
22/09/2008,11394.41992,11394.58008,10753.57031,11143.12988,-2.1540
29/09/2008,11139.62012,11139.94043,10310.25,10325.37988,-7.3386
06/10/2008,10322.51953,10322.75977,7882.509766,8451.19043,-18.1513
13/10/2008,8462.419922,9794.370117,8197.669922,8852.219727,4.7452
20/10/2008,8852.299805,9284.549805,8187.47998,8378.950195,-5.3463
27/10/2008,8375.919922,9454.360352,8143.589844,9325.009766,11.2909
03/11/2008,9326.040039,9653.950195,8637.169922,8943.80957,-4.0879
10/11/2008,8946.599609,9159.580078,7965.419922,8497.30957,-4.9923
17/11/2008,8494.839844,8571.299805,7449.379883,8046.419922,-5.3063
24/11/2008,8048.089844,8831.349609,8048.089844,8829.040039,9.7263
01/12/2008,8826.889648,8827.049805,8118.5,8635.419922,-2.1930
08/12/2008,8637.650391,9026.410156,8347.80957,8629.679688,-0.0665
15/12/2008,8628.80957,8961.259766,8469.030273,8579.110352,-0.5860
22/12/2008,8573.370117,8604.120117,8372.019531,8515.549805,-0.7409
29/12/2008,8515.870117,9065.280273,8364.05957,9034.69043,6.0964
05/01/2009,9027.129883,9088.05957,8576.959961,8599.179688,-4.8204
12/01/2009,8599.259766,8602.599609,7995.129883,8281.219727,-3.6976
19/01/2009,8279.629883,8291.980469,7909.029785,8077.560059,-2.4593
26/01/2009,8078.040039,8405.870117,7961.919922,8000.859863,-0.9495
02/02/2009,8000.620117,8312.370117,7845.310059,8280.589844,3.4962
09/02/2009,8281.379883,8315.070313,7693.97998,7850.410156,-5.1950
16/02/2009,7845.629883,7845.629883,7249.470215,7365.669922,-6.1747
23/02/2009,7365.990234,7441.02002,7033.620117,7062.930176,-4.1101
02/03/2009,7056.47998,7058.950195,6469.950195,6626.939941,-6.1729
09/03/2009,6625.740234,7242.620117,6516.859863,7223.97998,9.0093
16/03/2009,7225.330078,7571.640137,7172.049805,7278.379883,0.7530
23/03/2009,7279.25,7931.330078,7278.779785,7776.180176,6.8394
30/03/2009,7773.310059,8075.72998,7437.589844,8017.589844,3.1045
06/04/2009,8016.160156,8087.279785,7750.850098,8083.379883,0.8206
13/04/2009,8082.02002,8190.660156,7870.47998,8131.330078,0.5932
20/04/2009,8128.939941,8128.939941,7791.950195,8076.290039,-0.6769
27/04/2009,8073.819824,8307.509766,7938.97998,8212.410156,1.6854
04/05/2009,8213.599609,8587.549805,8213.599609,8574.650391,4.4109
11/05/2009,8569.230469,8569.230469,8230.169922,8268.639648,-3.5688
18/05/2009,8270.150391,8591.929688,8221.009766,8277.320313,0.1050
25/05/2009,8277.320313,8522.950195,8226.900391,8500.330078,2.6942
01/06/2009,8501.530273,8839.400391,8501.290039,8763.129883,3.0916
08/06/2009,8759.349609,8877.929688,8633.070313,8799.259766,0.4123
15/06/2009,8798.5,8798.5,8461.290039,8539.730469,-2.9494
22/06/2009,8538.519531,8538.830078,8259.429688,8438.389648,-1.1867
29/06/2009,8440.129883,8580.469727,8280.740234,8280.740234,-1.8682
06/07/2009,8280.740234,8327.969727,8087.189941,8146.52002,-1.6209
13/07/2009,8146.52002,8754.290039,8130.419922,8743.94043,7.3334
20/07/2009,8746.049805,9100.879883,8745.900391,9093.240234,3.9948
27/07/2009,9093.089844,9246.429688,9007.469727,9171.610352,0.8619
03/08/2009,9173.650391,9437.709961,9173.650391,9370.070313,2.1639
10/08/2009,9368.410156,9424.110352,9216.879883,9321.400391,-0.5194
17/08/2009,9313.849609,9519.110352,9116.519531,9505.959961,1.9800
24/08/2009,9506.179688,9630.200195,9459.400391,9544.200195,0.4023
31/08/2009,9542.910156,9557.950195,9252.929688,9441.269531,-1.0785
07/09/2009,9440.129883,9649.849609,9439.980469,9605.410156,1.7385
14/09/2009,9598.080078,9854.580078,9535.959961,9820.200195,2.2361
21/09/2009,9818.610352,9917.990234,9641.009766,9665.19043,-1.5785
28/09/2009,9663.230469,9834.480469,9430.080078,9487.669922,-1.8367
05/10/2009,9488.730469,9865.009766,9481.089844,9864.94043,3.9764
12/10/2009,9865.240234,10062.94043,9815.05957,9995.910156,1.3276
19/10/2009,9996.669922,10119.46973,9916.780273,9972.179688,-0.2374
26/10/2009,9972.330078,10072.32031,9684.540039,9712.730469,-2.6017
02/11/2009,9712.129883,10044.5,9678.950195,10023.41992,3.1988
09/11/2009,10020.62012,10341.96973,10020.62012,10270.46973,2.4647
16/11/2009,10267.53027,10438.16992,10256.11035,10318.16016,0.4643
23/11/2009,10320.12988,10495.61035,10231.25,10309.91992,-0.0799
30/11/2009,10309.76953,10516.7002,10263.29004,10388.90039,0.7661
07/12/2009,10386.86035,10484.04981,10235.62988,10471.5,0.7951
14/12/2009,10471.28027,10514.66016,10263.90039,10328.88965,-1.3619
21/12/2009,10330.09961,10522.05957,10329.79981,10520.08984,1.8511
28/12/2009,10517.91016,10580.33008,10423.12988,10428.04981,-0.8749
04/01/2010,10430.69043,10619.40039,10430.69043,10618.19043,1.8234
11/01/2010,10620.30957,10723.76953,10561.05957,10609.65039,-0.0804
18/01/2010,10608.37012,10729.88965,10157.63965,10172.98047,-4.1158
25/01/2010,10175.09961,10285.12988,10043.75,10067.33008,-1.0385
01/02/2010,10068.99023,10314.83984,9835.089844,10012.23047,-0.5473
08/02/2010,10005.42969,10161.57031,9904.089844,10099.13965,0.8680
15/02/2010,10100.80957,10438.54981,10100.80957,10402.34961,3.0023
22/02/2010,10402.42969,10433.63965,10185.83008,10325.25977,-0.7411
01/03/2010,10326.09961,10571.94043,10326.09961,10566.2002,2.3335
08/03/2010,10563.78027,10644.9502,10507.16992,10624.69043,0.5536
15/03/2010,10623.41016,10819.90039,10570.50977,10741.98047,1.1039
22/03/2010,10741,10955.48047,10695.12988,10850.36035,1.0089
29/03/2010,10849.23047,10956.38965,10832.83008,10927.07031,0.7070
05/04/2010,10927.4502,11000.98047,10844.08984,10997.34961,0.6432
12/04/2010,10996.75,11154.54981,10947.76953,11018.66016,0.1938
19/04/2010,11018.36035,11205.63965,10977.84961,11204.28027,1.6846
26/04/2010,11205.11035,11258.00977,10965.37988,11008.61035,-1.7464
03/05/2010,11009.59961,11177.66992,9869.620117,10380.42969,-5.7063
10/05/2010,10386.17969,10920.26953,10386.03027,10620.16016,2.3094
17/05/2010,10616.98047,10718.86035,9918.820313,10193.38965,-4.0185
24/05/2010,10193.45996,10264.2002,9774.480469,10136.62988,-0.5568
31/05/2010,10133.94043,10315.20996,9889.879883,9931.969727,-2.0190
07/06/2010,9931.75,10215.98047,9757.549805,10211.07031,2.8101
14/06/2010,10211.83008,10483.44043,10186.20996,10450.63965,2.3462
21/06/2010,10452.45996,10594.16016,10081.08008,10143.80957,-2.9360
28/06/2010,10143.04981,10201.92969,9614.320313,9686.480469,-4.5085
05/07/2010,9686.480469,10201.76953,9659.009766,10198.03027,5.2811
12/07/2010,10199.24023,10407.82031,10079.58008,10097.90039,-0.9819
19/07/2010,10098.12012,10441.9502,10007.75977,10424.62012,3.2355
26/07/2010,10424.16992,10584.99023,10347.5,10465.94043,0.3964
02/08/2010,10468.82031,10702.99023,10468.58984,10653.55957,1.7927
09/08/2010,10654.62012,10719.94043,10268.70996,10303.15039,-3.2891
16/08/2010,10303.07031,10480.44043,10147.24023,10213.62012,-0.8690
23/08/2010,10215.50977,10304.7002,9936.620117,10150.65039,-0.6165
30/08/2010,10145.58008,10451.15039,9941.839844,10447.92969,2.9287
06/09/2010,10446.79981,10476.62012,10332.40039,10462.76953,0.1420
13/09/2010,10458.59961,10650.16016,10458.59961,10607.84961,1.3866
20/09/2010,10608.08008,10865.78027,10608.08008,10860.25977,2.3795
27/09/2010,10860.03027,10948.87988,10728.63965,10829.67969,-0.2816
04/10/2010,10828.84961,11032.16992,10711.12012,11006.48047,1.6326
11/10/2010,11006.92969,11155.23047,10913.83984,11062.78027,0.5115
18/10/2010,11062.62988,11213.54004,10917.62012,11132.55957,0.6308
25/10/2010,11133.40039,11247.59961,11020.82031,11118.49023,-0.1264
01/11/2010,11120.29981,11451.53027,11062.33008,11444.08008,2.9284
08/11/2010,11439.54004,11439.61035,11143.83984,11192.58008,-2.1976
15/11/2010,11194.01953,11280.90039,10978.92969,11203.54981,0.0980
22/11/2010,11201.66016,11206.04981,10992.16992,11091.87012,-0.9968
29/11/2010,11083.75,11388.87012,10929.28027,11382.08984,2.6165
06/12/2010,11381.33008,11450.88965,11327.49023,11410.32031,0.2480
13/12/2010,11406.16016,11519.04004,11405.33008,11491.91016,0.7151
20/12/2010,11491.29981,11580.83984,11442.67969,11573.49023,0.7099
27/12/2010,11572.80957,11625,11518.44043,11577.50977,0.0347
03/01/2011,11577.42969,11742.67969,11577.34961,11674.75977,0.8400
10/01/2011,11672.33984,11794.15039,11573.87012,11787.37988,0.9646
17/01/2011,11783.82031,11905.48047,11744.76953,11871.83984,0.7165
24/01/2011,11873.42969,12020.51953,11803.04004,11823.7002,-0.4055
31/01/2011,11824.38965,12092.41992,11817.87988,12092.15039,2.2704
07/02/2011,12092.37988,12285.94043,12092.29981,12273.25977,1.4977
14/02/2011,12266.83008,12391.29004,12193.26953,12391.25,0.9614
21/02/2011,12389.74023,12389.82031,11983.16992,12130.4502,-2.1047
28/02/2011,12130.4502,12283.09961,12018.62988,12169.87988,0.3250
07/03/2011,12171.08984,12257.82031,11936.32031,12044.40039,-1.0311
14/03/2011,12042.12988,12042.12988,11555.48047,11858.51953,-1.5433
21/03/2011,11860.11035,12259.79004,11860.11035,12220.58984,3.0533
28/03/2011,12221.19043,12419.70996,12173.50977,12376.71973,1.2776
04/04/2011,12374.59961,12450.92969,12320.71973,12380.04981,0.0269
11/04/2011,12380.42969,12444,12163.86035,12341.83008,-0.3087
18/04/2011,12339.70996,12506.05957,12093.88965,12505.99023,1.3301
25/04/2011,12505.99023,12832.83008,12446.04981,12810.54004,2.4352
02/05/2011,12810.16016,12876,12521.28027,12638.74023,-1.3411
09/05/2011,12637.83008,12781.05957,12537.16992,12595.75,-0.3401
16/05/2011,12594.76953,12642.90039,12378.83984,12512.04004,-0.6646
23/05/2011,12511.36035,12511.36035,12309.51953,12441.58008,-0.5631
30/05/2011,12443.40039,12574.29004,12104.03027,12151.25977,-2.3335
06/06/2011,12151.19043,12183.12012,11937.41992,11951.91016,-1.6406
13/06/2011,11945.33008,12120.79981,11862.53027,12004.36035,0.4388
20/06/2011,12004.28027,12217.33008,11874.94043,11934.58008,-0.5813
27/06/2011,11934.66016,12596.12988,11934.04981,12582.76953,5.4312
04/07/2011,12569.87012,12753.88965,12539.20996,12657.2002,0.5915
11/07/2011,12655.62012,12655.83984,12406.08984,12479.73047,-1.4021
18/07/2011,12475.11035,12751.42969,12296.23047,12681.16016,1.6141
25/07/2011,12679.71973,12679.9502,12083.4502,12143.24023,-4.2419
01/08/2011,12144.21973,12282.41992,11139,11444.61035,-5.7532
08/08/2011,11433.92969,11434.08984,10604.07031,11269.01953,-1.5343
15/08/2011,11269.84961,11529.66992,10801.41016,10817.65039,-4.0054
22/08/2011,10820.37012,11406.38965,10820.37012,11284.54004,4.3160
29/08/2011,11286.65039,11716.83984,11211.34961,11240.25977,-0.3924
05/09/2011,11237.30957,11477.29981,10932.53027,10992.12988,-2.2075
12/09/2011,10990.00977,11532.46973,10824.75977,11509.08984,4.7030
19/09/2011,11506.82031,11550.21973,10597.13965,10771.48047,-6.4089
26/09/2011,10771.78027,11369.29981,10771.78027,10913.37988,1.3174
03/10/2011,10912.09961,11232.04981,10404.49023,11103.12012,1.7386
10/10/2011,11104.55957,11646.83008,11104.55957,11644.49023,4.8758
17/10/2011,11643.34961,11812.45996,11296.12012,11808.79004,1.4110
24/10/2011,11807.95996,12284.30957,11682.51953,12231.11035,3.5763
31/10/2011,12229.21973,12229.29004,11630.03027,11983.24023,-2.0266
07/11/2011,11983.01953,12187.50977,11736.92969,12153.67969,1.4223
14/11/2011,12153,12170.55957,11676.34961,11796.16016,-2.9417
21/11/2011,11795.54981,11795.7002,11231.42969,11231.65039,-4.7855
28/11/2011,11232.46973,12146.67969,11232.16016,12019.41992,7.0138
05/12/2011,12021.54004,12257.66992,11966.21973,12184.25977,1.3714
12/12/2011,12181.08008,12181.37988,11786.46973,11866.38965,-2.6089
19/12/2011,11866.54004,12297.44043,11735.19043,12294,3.6035
26/12/2011,12293.46973,12328.46973,12140.16992,12217.55957,-0.6218
02/01/2012,12221.19043,12479.65039,12221.19043,12359.91992,1.1652
09/01/2012,12359.30957,12514.69043,12311.79004,12422.05957,0.5028
16/01/2012,12423.12012,12720.48047,12423.12012,12720.48047,2.4023
23/01/2012,12720.25,12841.9502,12580.12012,12660.45996,-0.4718
30/01/2012,12659.16992,12869.9502,12529.41016,12862.23047,1.5937
06/02/2012,12860.71973,12924.70996,12743.55957,12801.23047,-0.4743
13/02/2012,12799.11035,12967.91992,12753.62012,12949.87012,1.1611
20/02/2012,12949.33984,13013.82031,12882.66992,12982.9502,0.2554
27/02/2012,12981.12988,13055.75,12882.58984,12977.57031,-0.0414
05/03/2012,12977.33984,12977.33984,12734.86035,12922.01953,-0.4281
12/03/2012,12920.58008,13289.08008,12919.98047,13232.62012,2.4037
19/03/2012,13231.94043,13269.70996,13002.76953,13080.73047,-1.1478
26/03/2012,13082.62012,13264.98047,13032.66992,13212.04004,1.0038
02/04/2012,13211.36035,13297.11035,13012.45996,13060.13965,-1.1497
09/04/2012,13057.57031,13057.71973,12710.55957,12849.58984,-1.6122
16/04/2012,12850.87988,13131.36035,12850.79981,13029.25977,1.3983
23/04/2012,13028.2002,13266.67969,12845.58008,13228.30957,1.5277
30/04/2012,13228.30957,13338.66016,13022.33984,13038.26953,-1.4366
07/05/2012,13035.84961,13049.08984,12748.48047,12820.59961,-1.6695
14/05/2012,12818.49023,12818.86035,12336.75977,12369.37988,-3.5195
21/05/2012,12369.15039,12575.95996,12311.55957,12454.83008,0.6908
28/05/2012,12454.83008,12611.61035,12107.48047,12118.57031,-2.6998
04/06/2012,12119.84961,12555.25977,12035.08984,12554.2002,3.5947
11/06/2012,12553.80957,12774.7002,12398.48047,12767.16992,1.6964
18/06/2012,12767.01953,12898.94043,12561.45996,12640.78027,-0.9900
25/06/2012,12639.79981,12880.38965,12450.16992,12880.08984,1.8932
02/07/2012,12879.70996,12961.29981,12702.99023,12772.46973,-0.8356
09/07/2012,12772.01953,12830.29004,12492.25,12777.08984,0.0362
16/07/2012,12776.33008,12977.57031,12645.09961,12822.57031,0.3560
23/07/2012,12820.4502,13117.74023,12521.83984,13075.66016,1.9738
30/07/2012,13075.34961,13133.17969,12778.90039,13096.16992,0.1569
06/08/2012,13099.87988,13215.96973,13094.95996,13207.9502,0.8535
13/08/2012,13204.92969,13281.32031,13112.94043,13275.2002,0.5092
20/08/2012,13274.58008,13330.75977,13027.2002,13157.96973,-0.8831
27/08/2012,13157.74023,13176.16992,12978.91016,13090.83984,-0.5102
03/09/2012,13092.15039,13320.26953,12977.08984,13306.63965,1.6485
10/09/2012,13308.55957,13653.24023,13251.38965,13593.37012,2.1548
17/09/2012,13588.57031,13647.09961,13503,13579.46973,-0.1023
24/09/2012,13577.84961,13620.20996,13367.26953,13437.12988,-1.0482
01/10/2012,13437.66016,13661.87012,13424.91992,13610.15039,1.2876
