Date,Open,High,Low,Close,Change %
28/08/2006,0.89501,0.906,0.8925,0.89834,0.3732
04/09/2006,0.8985,0.9024,0.8878,0.898,-0.0378
11/09/2006,0.898,0.90222,0.8883,0.8899,-0.902
18/09/2006,0.8898,0.9058,0.88936,0.90431,1.6193
25/09/2006,0.90414,0.9082,0.88793,0.8939,-1.1512
02/10/2006,0.89396,0.9027,0.8915,0.89269,-0.1354
09/10/2006,0.89269,0.89531,0.8882,0.8919,-0.0885
16/10/2006,0.892,0.9006,0.8914,0.8929,0.1121
23/10/2006,0.8927,0.8989,0.8877,0.8959,0.336
30/10/2006,0.89611,0.9133,0.8947,0.90062,0.5268
06/11/2006,0.9008,0.91501,0.8983,0.91231,1.298
13/11/2006,0.9122,0.9231,0.9096,0.9207,0.9196
20/11/2006,0.9206,0.942,0.9196,0.94115,2.2211
27/11/2006,0.94115,0.9608,0.9352,0.9596,1.9604
04/12/2006,0.9594,0.96806,0.95148,0.9527,-0.719
11/12/2006,0.9524,0.9617,0.94601,0.94777,-0.5175
18/12/2006,0.94805,0.9522,0.9414,0.94947,0.1794
25/12/2006,0.94922,0.95782,0.946,0.95471,0.5519
01/01/2007,0.95625,0.96163,0.94726,0.9494,-0.5562
08/01/2007,0.94942,0.9533,0.93568,0.93656,-1.3524
15/01/2007,0.9365,0.94361,0.9335,0.9389,0.2499
22/01/2007,0.9392,0.9549,0.93815,0.9413,0.2556
29/01/2007,0.9413,0.95435,0.9384,0.94872,0.7883
05/02/2007,0.9487,0.9563,0.93287,0.94085,-0.8295
12/02/2007,0.9407,0.94483,0.9338,0.94378,0.3114
19/02/2007,0.94368,0.9478,0.9321,0.9405,-0.3475
26/02/2007,0.94075,0.98024,0.9397,0.96806,2.9304
05/03/2007,0.968,0.973,0.9474,0.94997,-1.8687
12/03/2007,0.94993,0.97655,0.94828,0.9752,2.6559
19/03/2007,0.97534,0.97534,0.9502,0.9508,-2.5021
26/03/2007,0.9513,0.9582,0.9414,0.9489,-0.1998
02/04/2007,0.94854,0.95281,0.9405,0.9412,-0.8115
09/04/2007,0.94093,0.9442,0.9308,0.93674,-0.4739
16/04/2007,0.9367,0.9405,0.92193,0.93014,-0.7046
23/04/2007,0.92926,0.9343,0.9224,0.92628,-0.415
30/04/2007,0.9264,0.927,0.90455,0.91428,-1.2955
07/05/2007,0.91423,0.9165,0.9052,0.9121,-0.2384
14/05/2007,0.9122,0.91297,0.88619,0.8865,-2.8067
21/05/2007,0.8863,0.8877,0.87815,0.8793,-0.8122
28/05/2007,0.8792,0.88612,0.8603,0.8623,-1.9334
04/06/2007,0.8624,0.87338,0.8574,0.8585,-0.4407
11/06/2007,0.85855,0.86199,0.8521,0.85963,0.1316
18/06/2007,0.85973,0.87054,0.85543,0.86956,1.1551
25/06/2007,0.8694,0.8739,0.8544,0.8695,-0.0069
02/07/2007,0.86969,0.87433,0.8595,0.86134,-0.9385
09/07/2007,0.86128,0.882,0.8581,0.87077,1.0948
16/07/2007,0.87077,0.87376,0.865,0.87265,0.2159
23/07/2007,0.87259,0.88133,0.8548,0.8803,0.8766
30/07/2007,0.8801,0.8937,0.8715,0.8924,1.3745
06/08/2007,0.89255,0.89386,0.87536,0.87869,-1.5363
13/08/2007,0.8787,0.8937,0.8705,0.8792,0.058
20/08/2007,0.8794,0.88385,0.8685,0.87516,-0.4595
27/08/2007,0.87461,0.88714,0.87013,0.87362,-0.176
03/09/2007,0.87361,0.89107,0.8649,0.8912,2.0123
10/09/2007,0.8872,0.8873,0.863,0.86663,-2.757
17/09/2007,0.86657,0.8689,0.84671,0.85228,-1.6558
24/09/2007,0.85194,0.8633,0.8497,0.8537,0.1666
01/10/2007,0.8537,0.8541,0.83007,0.8343,-2.2725
08/10/2007,0.8342,0.83481,0.81918,0.82121,-1.569
15/10/2007,0.82136,0.83668,0.82061,0.83273,1.4028
22/10/2007,0.83264,0.83743,0.82101,0.82647,-0.7517
29/10/2007,0.82636,0.82636,0.80817,0.81227,-1.7182
05/11/2007,0.81235,0.8439,0.7982,0.84127,3.5702
12/11/2007,0.8412,0.8803,0.8386,0.8729,3.7598
19/11/2007,0.87267,0.96305,0.84828,0.893,2.3027
26/11/2007,0.9008,0.9088,0.85963,0.88406,-1.0011
03/12/2007,0.88435,0.91226,0.88369,0.89155,0.8472
10/12/2007,0.89144,0.89862,0.8782,0.88149,-1.1284
17/12/2007,0.88175,0.88469,0.85698,0.85851,-2.6069
24/12/2007,0.8586,0.87169,0.84704,0.8705,1.3966
31/12/2007,0.87114,0.9062,0.8679,0.9029,3.722
07/01/2008,0.9031,0.9283,0.8938,0.9262,2.5806
14/01/2008,0.9263,0.942,0.9204,0.93265,0.6964
21/01/2008,0.93311,0.94624,0.91387,0.92111,-1.2373
28/01/2008,0.9212,0.93218,0.9083,0.9143,-0.7393
04/02/2008,0.91454,0.9227,0.9002,0.90648,-0.8553
11/02/2008,0.90661,0.92439,0.8975,0.92195,1.7066
18/02/2008,0.9217,0.9372,0.9113,0.9317,1.0575
25/02/2008,0.9318,0.9552,0.9075,0.9519,2.1681
03/03/2008,0.952,0.9709,0.945,0.96995,1.8962
10/03/2008,0.9697,1.0004,0.9567,0.9999,3.0878
17/03/2008,0.9992,1.0295,0.9856,1.0133,1.3401
24/03/2008,1.0131,1.0302,0.9932,1.0274,1.3915
31/03/2008,1.0273,1.0399,0.9916,1.0015,-2.5209
07/04/2008,1.0007,1.0295,0.9888,1.0183,1.6775
14/04/2008,1.0181,1.0299,0.9797,0.98682,-3.0914
21/04/2008,0.9869,1.0111,0.97709,0.9774,-0.9546
28/04/2008,0.9772,0.9849,0.9623,0.9662,-1.1459
05/05/2008,0.96605,0.9708,0.9462,0.9644,-0.1863
12/05/2008,0.9643,0.9669,0.9426,0.9535,-1.1302
19/05/2008,0.9535,0.9668,0.9382,0.9639,1.0907
26/05/2008,0.9641,0.96896,0.939,0.95304,-1.1267
02/06/2008,0.95399,1.0013,0.95276,1.0008,5.0113
09/06/2008,1.0012,1.0039,0.97334,0.9826,-1.8185
16/06/2008,0.98271,0.9867,0.9674,0.9799,-0.2748
23/06/2008,0.97982,0.995,0.969,0.992,1.2348
30/06/2008,0.99192,1.0039,0.988,0.99363,0.1643
07/07/2008,0.99351,0.9962,0.97809,0.9892,-0.4458
14/07/2008,0.9897,0.9971,0.9797,0.984,-0.5257
21/07/2008,0.98392,0.9881,0.9707,0.9823,-0.1728
28/07/2008,0.9821,0.9915,0.9745,0.9801,-0.224
04/08/2008,0.98,0.9939,0.97906,0.98443,0.4418
11/08/2008,0.9845,0.9903,0.964,0.96559,-1.9138
18/08/2008,0.96563,0.97331,0.95089,0.95291,-1.3132
25/08/2008,0.953,0.96817,0.94598,0.9669,1.4681
01/09/2008,0.9672,0.9719,0.94322,0.94599,-2.1626
08/09/2008,0.9462,0.9533,0.9346,0.9521,0.6459
15/09/2008,0.952,0.9789,0.9409,0.95002,-0.2185
22/09/2008,0.95114,0.96533,0.94512,0.94735,-0.281
29/09/2008,0.94749,0.96161,0.93789,0.95379,0.6798
06/10/2008,0.95445,1.0655,0.94902,1.0363,8.6508
13/10/2008,1.0367,1.0598,1.0012,1.0417,0.5211
20/10/2008,1.0412,1.1117,1.0336,1.0931,4.9342
27/10/2008,1.0946,1.1227,1.0312,1.0468,-4.2357
03/11/2008,1.0469,1.0476,0.9836,1.0057,-3.9263
10/11/2008,1.0055,1.0471,0.99439,1.0353,2.9432
17/11/2008,1.0353,1.0606,1.0135,1.0394,0.396
24/11/2008,1.039,1.0475,1.0154,1.0233,-1.549
01/12/2008,1.024,1.0708,1.02,1.0453,2.1499
08/12/2008,1.0455,1.0648,1.0256,1.0597,1.3776
15/12/2008,1.0602,1.1404,1.0469,1.1013,3.9256
22/12/2008,1.1019,1.1449,1.0904,1.1404,3.5503
29/12/2008,1.1399,1.1759,1.1142,1.1275,-1.1312
05/01/2009,1.1274,1.1274,1.0455,1.0677,-5.3038
12/01/2009,1.0678,1.1254,1.0638,1.1087,3.84
19/01/2009,1.1088,1.1139,1.0629,1.0651,-3.9325
26/01/2009,1.065,1.0812,1.0491,1.0558,-0.8732
02/02/2009,1.0558,1.1266,1.0474,1.0501,-0.5399
09/02/2009,1.0517,1.0828,1.0385,1.0674,1.6475
16/02/2009,1.0692,1.0908,1.0585,1.0798,1.1617
23/02/2009,1.0807,1.0932,1.0628,1.09,0.9446
02/03/2009,1.0904,1.1172,1.085,1.1108,1.9083
09/03/2009,1.1111,1.1256,1.0625,1.073,-3.403
16/03/2009,1.0734,1.1065,1.0665,1.0995,2.4697
23/03/2009,1.0996,1.1026,1.0773,1.0814,-1.6462
30/03/2009,1.0811,1.1127,1.0805,1.0874,0.5548
06/04/2009,1.0872,1.0955,1.0543,1.06,-2.5198
13/04/2009,1.0603,1.0788,1.0362,1.04,-1.8868
20/04/2009,1.0398,1.0716,1.0378,1.0655,2.4519
27/04/2009,1.0652,1.0679,1.041,1.0443,-1.9897
04/05/2009,1.0418,1.0454,1.0226,1.0396,-0.4501
11/05/2009,1.0398,1.063,1.0366,1.0491,0.9138
18/05/2009,1.049,1.0497,1.0298,1.0345,-1.3917
25/05/2009,1.034,1.0406,1.0198,1.0204,-1.363
01/06/2009,1.0198,1.0416,1.012,1.0283,0.7742
08/06/2009,1.0284,1.0415,1.0128,1.0357,0.7196
15/06/2009,1.0358,1.0527,1.0327,1.049,1.2842
22/06/2009,1.049,1.0811,1.0436,1.0638,1.4109
29/06/2009,1.064,1.0728,1.0587,1.0678,0.376
06/07/2009,1.0679,1.0791,1.0616,1.0712,0.3184
13/07/2009,1.0713,1.0746,1.0317,1.0351,-3.3701
20/07/2009,1.0349,1.0364,1.0124,1.0134,-2.0964
27/07/2009,1.0097,1.01,0.99566,1.0081,-0.523
03/08/2009,1.0063,1.0123,0.99951,1.0016,-0.6448
10/08/2009,1.0023,1.0242,1.002,1.0231,2.1466
17/08/2009,1.0268,1.0286,1.0173,1.0213,-0.1759
24/08/2009,1.0137,1.0317,1.0137,1.0298,0.8323
31/08/2009,1.0333,1.0421,1.0227,1.0237,-0.5923
07/09/2009,1.0169,1.0407,1.0167,1.0395,1.5434
14/09/2009,1.0477,1.0482,1.0333,1.0379,-0.1539
21/09/2009,1.045,1.0662,1.0435,1.0651,2.6207
28/09/2009,1.0511,1.0514,1.0314,1.0438,-1.9998
05/10/2009,1.0375,1.0375,1.009,1.0094,-3.2957
12/10/2009,1.0082,1.0204,1.0065,1.0192,0.9709
19/10/2009,1.0164,1.045,1.0162,1.0435,2.3842
26/10/2009,1.0436,1.0586,1.0389,1.0547,1.0733
02/11/2009,1.0549,1.0609,1.0346,1.0564,0.1612
09/11/2009,1.0563,1.0567,1.0326,1.0392,-1.6282
16/11/2009,1.0398,1.0529,1.0331,1.0509,1.1259
23/11/2009,1.0504,1.0621,1.0438,1.0535,0.2474
30/11/2009,1.0532,1.0579,1.0345,1.0395,-1.3289
07/12/2009,1.04,1.0404,1.0174,1.0235,-1.5392
14/12/2009,1.0235,1.0315,1.0176,1.0256,0.2052
21/12/2009,1.0257,1.0265,1.0042,1.0108,-1.4431
28/12/2009,1.0106,1.0214,1.0032,1.0108,0
04/01/2010,1.0105,1.0125,0.9946,1.0063,-0.4452
11/01/2010,1.007,1.0225,0.9975,1.0022,-0.4074
18/01/2010,1.0024,1.0191,0.9948,1.0142,1.1974
25/01/2010,1.0143,1.0211,1.0026,1.0072,-0.6902
01/02/2010,1.007,1.012,0.9929,0.9955,-1.1616
08/02/2010,0.9958,1.0056,0.9732,0.9764,-1.9186
15/02/2010,0.9764,0.98009,0.9619,0.9663,-1.0344
22/02/2010,0.966,0.9862,0.96357,0.979,1.3143
01/03/2010,0.9798,0.9801,0.9516,0.9569,-2.2574
08/03/2010,0.9565,0.9656,0.9505,0.96051,0.3773
15/03/2010,0.9603,0.9647,0.9489,0.9576,-0.303
22/03/2010,0.9579,0.9695,0.9503,0.9652,0.7937
29/03/2010,0.9653,0.9677,0.9485,0.9501,-1.5644
05/04/2010,0.9498,0.9513,0.9315,0.9472,-0.3052
12/04/2010,0.9474,0.9567,0.9419,0.9555,0.8763
19/04/2010,0.9561,0.95804,0.9239,0.9305,-2.6164
26/04/2010,0.93051,0.9476,0.9238,0.9435,1.3971
03/05/2010,0.9436,0.9626,0.9201,0.9383,-0.5511
10/05/2010,0.9393,0.9405,0.9084,0.91299,-2.6974
17/05/2010,0.9131,0.9356,0.903,0.9235,1.1512
24/05/2010,0.92314,0.9306,0.9046,0.9103,-1.4293
31/05/2010,0.9102,0.9141,0.8966,0.914,0.4065
07/06/2010,0.9145,0.9186,0.8963,0.90041,-1.4869
14/06/2010,0.9004,0.92861,0.8984,0.923,2.5089
21/06/2010,0.9228,0.9494,0.9136,0.9485,2.7627
28/06/2010,0.9485,1.0044,0.94672,0.9987,5.2926
05/07/2010,0.9982,1.0039,0.9734,0.9784,-2.0326
12/07/2010,0.9783,1.0092,0.9669,1.0068,2.9027
19/07/2010,1.0066,1.0089,0.9816,0.9837,-2.2944
26/07/2010,0.9836,0.9987,0.9692,0.989,0.5388
02/08/2010,0.989,0.9935,0.9628,0.9716,-1.7594
09/08/2010,0.9904,0.9992,0.9765,0.992,2.0996
16/08/2010,0.9907,1.0149,0.984,1.0065,1.4617
23/08/2010,1.0125,1.038,1.0079,1.0325,2.5832
30/08/2010,1.0192,1.0517,1.0162,1.0391,0.6392
06/09/2010,1.0219,1.0416,1.0035,1.0178,-2.0499
13/09/2010,1.012,1.0318,1.0038,1.0105,-0.7172
20/09/2010,1.0223,1.0565,1.0197,1.049,3.81
27/09/2010,1.0403,1.0615,1.0367,1.0474,-0.1525
04/10/2010,1.0443,1.0598,1.0412,1.0536,0.5919
11/10/2010,1.0508,1.0578,1.0402,1.0535,-0.0095
18/10/2010,1.0564,1.0707,1.0474,1.0599,0.6075
25/10/2010,1.0494,1.0536,1.0301,1.0383,-2.0379
01/11/2010,1.0359,1.0526,1.019,1.0464,0.7801
08/11/2010,1.0407,1.0446,1.0272,1.0276,-1.7966
15/11/2010,1.032,1.035,1.0214,1.0228,-0.4671
22/11/2010,1.0238,1.0345,1.0081,1.0083,-1.4177
29/11/2010,1.0154,1.0301,1.0068,1.0101,0.1785
06/12/2010,1.0277,1.032,1.0191,1.0272,1.6929
13/12/2010,1.0281,1.0528,1.0245,1.0422,1.4603
20/12/2010,1.0433,1.0674,1.0416,1.0536,1.0938
27/12/2010,1.048,1.0706,1.0438,1.0693,1.4901
03/01/2011,1.0649,1.0649,1.0239,1.0326,-3.4322
10/01/2011,1.0257,1.0342,1.0112,1.0258,-0.6585
17/01/2011,1.0242,1.0474,1.0211,1.0307,0.4777
24/01/2011,1.0366,1.0606,1.0338,1.0515,2.018
31/01/2011,1.0642,1.0654,1.0292,1.0467,-0.4565
07/02/2011,1.0346,1.0387,1.0168,1.0275,-1.8343
14/02/2011,1.0133,1.0377,1.011,1.0358,0.8078
21/02/2011,1.0432,1.0679,1.0354,1.0614,2.4715
28/02/2011,1.053,1.0555,1.0412,1.0432,-1.7147
07/03/2011,1.0488,1.0534,1.036,1.0456,0.2301
14/03/2011,1.049,1.1048,1.0439,1.094,4.6289
21/03/2011,1.0881,1.0927,1.0648,1.0749,-1.7459
28/03/2011,1.0639,1.0682,1.0332,1.0542,-1.9258
04/04/2011,1.0403,1.0524,1.036,1.0462,-0.7589
11/04/2011,1.0516,1.083,1.0494,1.0739,2.6477
18/04/2011,1.0748,1.0821,1.0608,1.0744,0.0466
25/04/2011,1.0758,1.1015,1.0739,1.0884,1.3031
02/05/2011,1.0922,1.1264,1.0897,1.1099,1.9754
09/05/2011,1.0972,1.1065,1.0797,1.0886,-1.9191
16/05/2011,1.0849,1.1134,1.0834,1.0968,0.7533
23/05/2011,1.1096,1.1468,1.1001,1.1311,3.1273
30/05/2011,1.1487,1.1796,1.1304,1.1567,2.2633
06/06/2011,1.1706,1.1754,1.153,1.157,0.0259
13/06/2011,1.1627,1.1693,1.1374,1.1562,-0.0691
20/06/2011,1.1549,1.1754,1.1514,1.1666,0.8995
27/06/2011,1.1843,1.188,1.128,1.1453,-1.8258
04/07/2011,1.1308,1.1565,1.1249,1.1341,-0.9779
11/07/2011,1.1496,1.1829,1.1479,1.1766,3.7475
18/07/2011,1.1763,1.1798,1.1444,1.1544,-1.8868
25/07/2011,1.1667,1.2157,1.1662,1.185,2.6507
01/08/2011,1.206,1.2945,1.1964,1.2799,8.0084
08/08/2011,1.294,1.3706,1.2712,1.2929,1.0157
15/08/2011,1.2626,1.2683,1.2259,1.2473,-3.527
22/08/2011,1.2578,1.261,1.2138,1.2439,-0.2726
29/08/2011,1.2139,1.268,1.1855,1.227,-1.3586
05/09/2011,1.248,1.2676,1.1243,1.1298,-7.9218
12/09/2011,1.1236,1.1373,1.1184,1.1306,0.0708
19/09/2011,1.1149,1.14,1.1075,1.1325,0.1681
26/09/2011,1.1364,1.1601,1.1313,1.1554,2.0221
03/10/2011,1.1541,1.1542,1.117,1.1266,-2.4926
10/10/2011,1.1199,1.1417,1.1163,1.1368,0.9054
17/10/2011,1.1316,1.1463,1.1209,1.1362,-0.0528
24/10/2011,1.1416,1.1638,1.1336,1.1522,1.4082
31/10/2011,1.1518,1.1545,1.1346,1.1476,-0.3992
07/11/2011,1.1418,1.1442,1.1183,1.1219,-2.2395
14/11/2011,1.1218,1.1326,1.1088,1.1162,-0.5081
21/11/2011,1.1215,1.1407,1.1194,1.1382,1.971
28/11/2011,1.1218,1.1254,1.1014,1.1075,-2.6972
05/12/2011,1.105,1.1108,1.0874,1.1044,-0.2799
12/12/2011,1.0998,1.1069,1.0877,1.0997,-0.4256
19/12/2011,1.1086,1.1104,1.085,1.0912,-0.7729
26/12/2011,1.0901,1.0937,1.0803,1.0891,-0.1924
02/01/2012,1.0891,1.0892,1.0672,1.0732,-1.4599
09/01/2012,1.0732,1.081,1.0643,1.0728,-0.0373
16/01/2012,1.0735,1.0876,1.0645,1.0832,0.9694
23/01/2012,1.0837,1.0976,1.0803,1.0966,1.2371
30/01/2012,1.0962,1.0975,1.0791,1.0805,-1.4682
06/02/2012,1.0805,1.0957,1.0771,1.0936,1.2124
13/02/2012,1.0945,1.096,1.07798,1.0836,-0.9144
20/02/2012,1.0838,1.1174,1.0826,1.1173,3.11
27/02/2012,1.1177,1.1184,1.07951,1.0814,-3.2131
05/03/2012,1.0817,1.0955,1.0746,1.0775,-0.3606
12/03/2012,1.0774,1.0843,1.0633,1.0821,0.4269
19/03/2012,1.0821,1.1023,1.0799,1.0985,1.5156
26/03/2012,1.0982,1.1066,1.0933,1.1051,0.6008
02/04/2012,1.105,1.1066,1.0768,1.0872,-1.6198
09/04/2012,1.0859,1.0966,1.0824,1.0851,-0.1932
16/04/2012,1.0836,1.0928,1.0754,1.0905,0.4976
23/04/2012,1.0915,1.0918,1.0786,1.0801,-0.9537
30/04/2012,1.0811,1.0934,1.073,1.078,-0.1944
07/05/2012,1.0771,1.0855,1.0722,1.075,-0.2783
14/05/2012,1.0739,1.0879,1.0659,1.0862,1.0419
21/05/2012,1.0858,1.087,1.0682,1.072,-1.3073
28/05/2012,1.0726,1.0779,1.0598,1.0766,0.4291
04/06/2012,1.0777,1.0846,1.0682,1.0754,-0.1115
11/06/2012,1.0753,1.0825,1.0662,1.0809,0.5114
18/06/2012,1.0792,1.0802,1.0706,1.0712,-0.8974
25/06/2012,1.0715,1.0791,1.0613,1.0718,0.056
02/07/2012,1.0719,1.0721,1.0396,1.0405,-2.9203
09/07/2012,1.0415,1.0464,1.03075,1.0345,-0.5766
16/07/2012,1.0338,1.0406,1.0218,1.023,-1.1116
23/07/2012,1.0239,1.0366,1.0227,1.0282,0.5083
30/07/2012,1.0286,1.0335,1.0154,1.0326,0.4279
06/08/2012,1.0347,1.0347,1.0129,1.014,-1.8013
13/08/2012,1.0134,1.0225,1.0096,1.0152,0.1183
20/08/2012,1.0148,1.04,1.01249,1.0329,1.7435
27/08/2012,1.0329,1.0401,1.0287,1.0334,0.0484
03/09/2012,1.0325,1.0395,1.0238,1.0345,0.1064
10/09/2012,1.0346,1.0493,1.0286,1.0478,1.2856
17/09/2012,1.0487,1.054,1.0435,1.0465,-0.1241
24/09/2012,1.0475,1.0496,1.04301,1.0454,-0.1051
01/10/2012,1.0433,1.0565,1.0427,1.0505,0.4879
08/10/2012,1.0495,1.0512,1.03822,1.049,-0.1428
15/10/2012,1.0484,1.072,1.04588,1.0711,2.1068
22/10/2012,1.0712,1.07521,1.0581,1.0676,-0.3268
29/10/2012,1.0676,1.0779,1.0562,1.0577,-0.9273
05/11/2012,1.0574,1.0589,1.0479,1.0551,-0.2458
12/11/2012,1.0547,1.0651,1.05155,1.0592,0.3886
19/11/2012,1.059,1.0703,1.05553,1.0695,0.9724
26/11/2012,1.0702,1.0735,1.0648,1.0713,0.1683
03/12/2012,1.0714,1.07533,1.0526,1.0542,-1.5962
10/12/2012,1.0544,1.0762,1.05276,1.0734,1.8213
17/12/2012,1.0735,1.0874,1.0706,1.0841,0.9968
24/12/2012,1.0842,1.0915,1.0812,1.0892,0.4704
31/12/2012,1.0892,1.0909,1.0622,1.0663,-2.1025
07/01/2013,1.066,1.0788,1.06287,1.0767,0.9753
14/01/2013,1.0768,1.0784,1.0509,1.0617,-1.3931
21/01/2013,1.0618,1.0932,1.05999,1.0862,2.3076
28/01/2013,1.0873,1.1074,1.0845,1.097,0.9943
04/02/2013,1.0974,1.1,1.08557,1.0936,-0.3099
11/02/2013,1.0938,1.10046,1.08256,1.0912,-0.2195
18/02/2013,1.091,1.1021,1.088,1.0988,0.6965
25/02/2013,1.0984,1.107,1.0874,1.0902,-0.7827
04/03/2013,1.0898,1.0944,1.0736,1.0796,-0.9723
11/03/2013,1.0796,1.0937,1.0721,1.0828,0.2964
18/03/2013,1.0824,1.0922,1.0776,1.0893,0.6003
25/03/2013,1.0888,1.0895,1.06409,1.0703,-1.7442
01/04/2013,1.0702,1.0963,1.06515,1.0896,1.8032
08/04/2013,1.0888,1.0941,1.0836,1.093,0.312
15/04/2013,1.0927,1.1126,1.0915,1.0994,0.5855
22/04/2013,1.0987,1.1006,1.0763,1.0792,-1.8374
29/04/2013,1.0785,1.0895,1.0749,1.0775,-0.1575
06/05/2013,1.0776,1.0786,1.0514,1.054,-2.181
13/05/2013,1.0554,1.0635,1.04776,1.0584,0.4175
20/05/2013,1.0593,1.0773,1.0521,1.0726,1.3416
27/05/2013,1.0728,1.0875,1.0629,1.0819,0.8671
03/06/2013,1.0822,1.1103,1.0757,1.09,0.7487
10/06/2013,1.0896,1.1182,1.0828,1.1025,1.1468
17/06/2013,1.1026,1.1254,1.0974,1.1196,1.551
24/06/2013,1.1188,1.1297,1.1021,1.1126,-0.6252
01/07/2013,1.1121,1.1142,1.0943,1.0952,-1.5639
08/07/2013,1.0949,1.1012,1.0802,1.0972,0.1826
15/07/2013,1.0976,1.1102,1.0936,1.1012,0.3646
