Date,Open,High,Low,Close,% Change FTSE
12/06/2006,5655.200195,5701.5,5467.399902,5597.399902,-1.02
19/06/2006,5597.399902,5736.799805,5585,5692.100098,1.69
26/06/2006,5692.100098,5865.700195,5633.799805,5833.399902,2.48
03/07/2006,5833.399902,5908.5,5815.700195,5888.899902,0.95
10/07/2006,5888.899902,5901,5707.600098,5707.600098,-3.08
17/07/2006,5707.600098,5819.700195,5654.600098,5719.700195,0.21
24/07/2006,5719.700195,5982.5,5719.700195,5974.899902,4.46
31/07/2006,5974.899902,5977.200195,5827.100098,5889.399902,-1.43
07/08/2006,5889.399902,5889.399902,5752.600098,5820.100098,-1.18
14/08/2006,5820.100098,5932.5,5820.100098,5903.399902,1.43
21/08/2006,5903.399902,5939.200195,5832.5,5878.600098,-0.42
28/08/2006,5878.600098,5967.700195,5878.600098,5949.200195,1.20
04/09/2006,5949.100098,5991.200195,5853.299805,5879.299805,-1.17
11/09/2006,5879.299805,5943.700195,5820,5877,-0.04
18/09/2006,5877,5911.899902,5820.399902,5822.299805,-0.93
25/09/2006,5822.299805,6002.899902,5774.5,5960.799805,2.38
02/10/2006,5960.799805,6016.700195,5897.299805,6001.200195,0.68
09/10/2006,6001.200195,6170.5,5994.799805,6157.299805,2.60
16/10/2006,6157.299805,6199.799805,6105.799805,6155.200195,-0.03
23/10/2006,6155.200195,6244.600098,6129.100098,6160.899902,0.09
30/10/2006,6160.899902,6180.700195,6110.899902,6148.100098,-0.21
06/11/2006,6148.100098,6250.399902,6146.5,6208.399902,0.98
13/11/2006,6208.399902,6256.799805,6167.299805,6192,-0.26
20/11/2006,6192,6233.100098,6068.100098,6122.100098,-1.13
27/11/2006,6122.100098,6129.5,5985.200195,6021.5,-1.64
04/12/2006,6021.5,6157.100098,6019.399902,6152.399902,2.17
11/12/2006,6152.399902,6271.399902,6137.799805,6260,1.75
18/12/2006,6260,6269.100098,6171.200195,6190,-1.12
25/12/2006,6190,6258.700195,6190,6220.799805,0.50
01/01/2007,6220.799805,6322,6220.100098,6220.100098,-0.01
08/01/2007,6220.100098,6247.600098,6130.200195,6239,0.30
15/01/2007,6239,6279.700195,6163.5,6237.200195,-0.03
22/01/2007,6237.200195,6335.100098,6189.200195,6228,-0.15
29/01/2007,6228,6329,6197.5,6310.899902,1.33
05/02/2007,6310.899902,6395.399902,6294.700195,6382.799805,1.14
12/02/2007,6382.799805,6439.200195,6344.700195,6419.5,0.57
19/02/2007,6419.5,6451.399902,6352.100098,6401.5,-0.28
26/02/2007,6401.5,6446.799805,6038.899902,6116.200195,-4.46
05/03/2007,6116.200195,6255.799805,5989.600098,6245.200195,2.11
12/03/2007,6245.200195,6276.299805,6000.700195,6130.600098,-1.84
19/03/2007,6130.600098,6350.399902,6130.600098,6339.399902,3.41
26/03/2007,6339.399902,6355.299805,6250.100098,6308,-0.50
02/04/2007,6308,6398.700195,6293.899902,6397.299805,1.42
09/04/2007,6397.299805,6462.399902,6376.399902,6462.399902,1.02
16/04/2007,6462.399902,6516.200195,6386.200195,6486.799805,0.38
23/04/2007,6486.799805,6511.100098,6408.399902,6418.700195,-1.05
30/04/2007,6418.700195,6614.700195,6395.5,6603.700195,2.88
07/05/2007,6603.700195,6603.700195,6451.899902,6565.700195,-0.58
14/05/2007,6565.700195,6656.299805,6530.299805,6640.899902,1.15
21/05/2007,6640.899902,6675,6532.5,6570.600098,-1.06
28/05/2007,6570.5,6676.700195,6533.5,6676.700195,1.61
04/06/2007,6676.700195,6686.600098,6451.399902,6505.100098,-2.57
11/06/2007,6505.100098,6734.200195,6483.600098,6732.399902,3.49
18/06/2007,6732.399902,6751.299805,6562.200195,6567.399902,-2.45
25/06/2007,6567.399902,6607.899902,6496.399902,6607.899902,0.62
02/07/2007,6607.899902,6691.799805,6570.5,6690.100098,1.24
09/07/2007,6690.100098,6754.100098,6574.200195,6716.700195,0.40
16/07/2007,6716.700195,6735.799805,6567.100098,6585.200195,-1.96
23/07/2007,6585.200195,6624.399902,6192.299805,6215.200195,-5.62
30/07/2007,6215.200195,6361.100098,6186.200195,6224.299805,0.15
06/08/2007,6224.299805,6406.299805,6038.299805,6038.299805,-2.99
13/08/2007,6038.299805,6264.899902,5821.700195,6064.200195,0.43
20/08/2007,6064.200195,6287.200195,6031.799805,6220.100098,2.57
27/08/2007,6220.100098,6309.5,6056.5,6303.299805,1.34
03/09/2007,6303.299805,6390.5,6179.100098,6191.200195,-1.78
10/09/2007,6191.200195,6374.5,6123.100098,6289.299805,1.58
17/09/2007,6289.299805,6512.399902,6158.799805,6456.700195,2.66
24/09/2007,6456.700195,6508,6367,6466.799805,0.16
01/10/2007,6466.799805,6605.100098,6419.200195,6595.799805,1.99
08/10/2007,6595.799805,6730.700195,6527.5,6730.700195,2.05
15/10/2007,6730.700195,6751.700195,6523.600098,6527.899902,-3.01
22/10/2007,6527.899902,6684.100098,6413.399902,6661.299805,2.04
29/10/2007,6661.299805,6726.899902,6483.399902,6530.600098,-1.96
05/11/2007,6530.600098,6530.600098,6268.899902,6304.899902,-3.46
12/11/2007,6304.899902,6465.399902,6268.600098,6291.200195,-0.22
19/11/2007,6291.200195,6331.700195,6026.899902,6262.100098,-0.46
26/11/2007,6262.100098,6455.799805,6061.799805,6432.5,2.72
03/12/2007,6432.5,6591.799805,6289.299805,6554.899902,1.90
10/12/2007,6554.899902,6610.899902,6336.700195,6397,-2.41
17/12/2007,6397,6451.799805,6251.799805,6434.100098,0.58
24/12/2007,6434.100098,6504.700195,6431.200195,6476.899902,0.67
31/12/2007,6476.899902,6534.700195,6333.200195,6348.5,-1.98
07/01/2008,6348.5,6399.600098,6147,6202,-2.31
14/01/2008,6202,6247.299805,5856.799805,5901.700195,-4.84
21/01/2008,5901.700195,5973.299805,5338.700195,5869,-0.55
28/01/2008,5869,6044.899902,5689.399902,6029.200195,2.73
04/02/2008,6029.200195,6071.299805,5703.100098,5784,-4.07
11/02/2008,5784,5938.5,5681.5,5787.600098,0.06
18/02/2008,5787.600098,6033.700195,5787.600098,5888.5,1.74
25/02/2008,5888.5,6104.5,5859.299805,5884.299805,-0.07
03/03/2008,5884.299805,5884.299805,5655.700195,5699.899902,-3.13
10/03/2008,5699.899902,5812.700195,5595.799805,5631.700195,-1.20
17/03/2008,5631.700195,5653.600098,5414.399902,5495.200195,-2.42
24/03/2008,5495.200195,5747.200195,5495.200195,5692.899902,3.60
31/03/2008,5692.899902,5948,5585.600098,5947.100098,4.47
07/04/2008,5947.100098,6016.299805,5866.100098,5895.5,-0.87
14/04/2008,5895.5,6086.399902,5827,6056.600098,2.73
21/04/2008,6056.5,6098.799805,5951.899902,6091.399902,0.57
28/04/2008,6091.399902,6223.899902,6035.799805,6215.5,2.04
05/05/2008,6215.5,6275,6155.899902,6204.700195,-0.17
12/05/2008,6204.700195,6348.600098,6142.299805,6304.299805,1.61
19/05/2008,6304.299805,6377,6087.299805,6087.299805,-3.44
26/05/2008,6087.299805,6141.700195,6041.100098,6053.5,-0.56
02/06/2008,6053.5,6074.5,5906.5,5906.799805,-2.42
09/06/2008,5902.899902,5938.5,5708.299805,5802.799805,-1.76
16/06/2008,5802.799805,5930.299805,5597,5620.799805,-3.14
23/06/2008,5620.799805,5693.799805,5470.899902,5530,-1.62
30/06/2008,5529.899902,5625.899902,5358.5,5412.799805,-2.12
07/07/2008,5412.799805,5538.200195,5261.600098,5261.600098,-2.79
14/07/2008,5261.600098,5376.399902,5071.100098,5376.399902,2.18
21/07/2008,5376.399902,5467.200195,5282.799805,5352.600098,-0.44
28/07/2008,5352.600098,5456.100098,5261.399902,5354.700195,0.04
04/08/2008,5354.700195,5539.299805,5299.700195,5489.200195,2.51
11/08/2008,5489.200195,5569.200195,5432.200195,5454.799805,-0.63
18/08/2008,5454.799805,5505.600098,5311.399902,5505.600098,0.93
25/08/2008,5505.600098,5649.100098,5369.299805,5636.600098,2.38
01/09/2008,5636.600098,5646.5,5227.600098,5240.700195,-7.02
08/09/2008,5240.700195,5524.799805,5240.700195,5416.700195,3.36
15/09/2008,5416.700195,5416.700195,4857.100098,5311.299805,-1.95
22/09/2008,5311.299805,5339.299805,5057.299805,5088.5,-4.19
29/09/2008,5088.5,5088.5,4671,4980.299805,-2.13
