Date,Open,High,Low,Close,% Change AEX
16/07/2007,563.02002,563.659973,554.98999,555.02002,-1.05
23/07/2007,554.710022,558.950012,525.780029,526.690002,-5.1
30/07/2007,527.109985,534.039978,519.039978,521.52002,-0.98
06/08/2007,515.719971,532.830017,497.790009,502.040009,-3.74
13/08/2007,508.209991,515.340027,479.48999,499,-0.61
20/08/2007,503.850006,521.150024,499.829987,518.099976,3.83
27/08/2007,519.789978,525.27002,503.140015,522.72998,0.89
03/09/2007,523.77002,531.75,516.48999,517.429993,-1.01
10/09/2007,517.47998,531.719971,512.419983,528.359985,2.11
17/09/2007,527.51001,546.559998,521.559998,544.650024,3.08
24/09/2007,543.880005,544.429993,533.460022,540.97998,-0.67
01/10/2007,538.409973,549.02002,537.51001,546.599976,1.04
08/10/2007,547.299988,559.429993,544.22998,559.140015,2.29
15/10/2007,558.01001,558.830017,547.679993,551.049988,-1.45
22/10/2007,541.440002,548.599976,538.51001,547.159973,-0.71
29/10/2007,551.150024,551.690002,534.299988,537.25,-1.81
05/11/2007,534.26001,536.48999,506.73999,510.649994,-4.95
12/11/2007,506.609985,515.669983,496.920013,500.079987,-2.07
19/11/2007,501.929993,504.630005,480.869995,492.470001,-1.52
26/11/2007,497.160004,509.869995,486.730011,507.579987,3.07
03/12/2007,506.859985,516.390015,495.48999,513.590027,1.18
10/12/2007,512,521.48999,506.329987,511.279999,-0.45
17/12/2007,505.660004,514.799988,499,513.710022,0.48
24/12/2007,515.289978,519.080017,514.070007,515.690002,0.39
31/12/2007,516.059998,518.27002,498.950012,500.600006,-2.93
07/01/2008,498.730011,502.720001,479.829987,481.829987,-3.75
14/01/2008,480.179993,487.179993,450.079987,450.079987,-6.59
21/01/2008,444.410004,453.690002,401.450012,438.690002,-2.53
28/01/2008,433.079987,454.059998,429.790009,451.609985,2.95
04/02/2008,456.850006,457.130005,428.940002,432.100006,-4.32
11/02/2008,428.220001,450.48999,425.350006,434.809998,0.63
18/02/2008,438.119995,457.549988,438.119995,451.630005,3.87
25/02/2008,457.089996,466.109985,443.850006,446.529999,-1.13
03/03/2008,439.070007,446.140015,430.019989,435.089996,-2.56
10/03/2008,432.380005,442.820007,425.940002,432.299988,-0.64
17/03/2008,419.200012,433.420013,414.299988,425.790009,-1.51
24/03/2008,437.839996,445.23999,433.109985,440.98999,3.57
31/03/2008,437.720001,460.899994,434.880005,460.809998,4.49
07/04/2008,464.149994,466.179993,450.549988,453.429993,-1.6
14/04/2008,448.209991,476.309998,447.600006,474.75,4.7
21/04/2008,474.579987,475.230011,461.01001,467.839996,-1.46
