Date,Open,High,Low,Close,% Change ISEQ
24/09/2007,7868.149902,7886.370117,7520.799805,7883.669922,0.18
01/10/2007,7883.799805,8478.480469,7796.640137,8478.480469,7.54
08/10/2007,8478.480469,8509.200195,7969.029785,8020.509766,-5.40
15/10/2007,8023.930176,8104.180176,7765.240234,7791.859863,-2.85
22/10/2007,7791.779785,7952.77002,7558.290039,7862.149902,0.90
29/10/2007,7857.870117,7948.709961,7568.680176,7615.540039,-3.14
05/11/2007,7604.740234,7604.740234,6959.890137,7128.689941,-6.39
12/11/2007,7130.879883,7258.970215,6916.299805,6969.25,-2.24
19/11/2007,6951.52002,7029.720215,6281.220215,6624.089844,-4.95
26/11/2007,6592.109863,7222.990234,6535.140137,7207.049805,8.80
03/12/2007,7205.919922,7248.569824,6794.649902,7241.120117,0.47
10/12/2007,7241.879883,7410.470215,6955.160156,7091.680176,-2.06
17/12/2007,7091.680176,7091.680176,6782.140137,6923.819824,-2.37
24/12/2007,6923.069824,6996.709961,6831.75,6950.919922,0.39
31/12/2007,6950.629883,7097.759766,6882.930176,6977.129883,0.38
07/01/2008,6976.890137,6988.77002,6506.060059,6660.839844,-4.53
14/01/2008,6660.839844,6752.97998,6307.180176,6533.759766,-1.91
21/01/2008,6535.959961,6957.339844,6060.299805,6760.709961,3.47
28/01/2008,6760.709961,6905.97998,6527.970215,6839.919922,1.17
04/02/2008,6842.5,6909.140137,6423.5,6537.910156,-4.42
11/02/2008,6537.910156,6685.819824,6434.029785,6477.919922,-0.92
18/02/2008,6477.919922,6624.049805,6375.399902,6400.52002,-1.19
25/02/2008,6400.52002,6730.129883,6384.859863,6415.120117,0.23
03/03/2008,6414.959961,6414.959961,6076.279785,6159.939941,-3.98
10/03/2008,6159.939941,6288.149902,5999.75,5999.75,-2.60
17/03/2008,5998.399902,6158.819824,5604.640137,6158.819824,2.65
24/03/2008,6158.819824,6406.72998,6126.839844,6152.810059,-0.10
31/03/2008,6152.810059,6591.959961,6018.970215,6351.959961,3.24
07/04/2008,6351.959961,6480.700195,6071.310059,6098.649902,-3.99
14/04/2008,6098.72998,6275.649902,5933.819824,6259.509766,2.64
21/04/2008,6259.560059,6295.279785,6035.810059,6178.830078,-1.29
28/04/2008,6182.72998,6526.680176,6177.330078,6474.620117,4.79
05/05/2008,6474.620117,6485.72998,6354.120117,6431.379883,-0.67
12/05/2008,6431.189941,6526.52002,6339.819824,6429.22998,-0.03
19/05/2008,6429.22998,6460.439941,6060.120117,6065.640137,-5.66
26/05/2008,6065.950195,6154.470215,6036.209961,6105.870117,0.66
02/06/2008,6105.870117,6105.870117,5800.009766,5806.839844,-4.90
09/06/2008,5806.72998,5809.700195,5498.740234,5626.149902,-3.11
16/06/2008,5626.120117,5728.950195,5409.180176,5466.180176,-2.84
23/06/2008,5466.180176,5513.27002,5141.129883,5295.660156,-3.12
30/06/2008,5298.240234,5298.240234,4748.600098,4863.22998,-8.17
07/07/2008,4863.810059,4924.040039,4414.799805,4414.799805,-9.22
14/07/2008,4414.77002,4896.399902,4254.910156,4894.470215,10.87
21/07/2008,4891.089844,5183.97998,4799.759766,4876.149902,-0.37
28/07/2008,4876.22998,4876.22998,3958.590088,4089.699951,-16.13
04/08/2008,4089.699951,4527.759766,4021.139893,4513.060059,10.35
11/08/2008,4513.189941,4699.839844,4396.319824,4606.629883,2.07
18/08/2008,4606.740234,4665.359863,4202.899902,4359.97998,-5.35
25/08/2008,4359.97998,4537.720215,4290.470215,4494.919922,3.09
01/09/2008,4494.919922,4669.180176,4241.759766,4282.319824,-4.73
08/09/2008,4282.370117,4692.430176,4256.629883,4345,1.46
15/09/2008,4345,4770.910156,3752.699951,4136.319824,-4.80
22/09/2008,4136.319824,4173.509766,3659.22998,3784.77002,-8.50
29/09/2008,3784.77002,3943.659912,3288.090088,3943.659912,4.20
06/10/2008,3946.629883,3946.629883,2751.310059,2871.25,-27.19
13/10/2008,2871.25,3146.850098,2643.25,2720.379883,-5.25
20/10/2008,2720.379883,2968.719971,2515.320068,2650.209961,-2.58
27/10/2008,2650.209961,3029.459961,2495.310059,3029.459961,14.31
03/11/2008,3029.459961,3126.649902,2803.52002,2826.73999,-6.69
10/11/2008,2826.73999,2981.379883,2670.75,2673.820068,-5.41
17/11/2008,2673.820068,2673.820068,2263.459961,2320.709961,-13.21
24/11/2008,2320.709961,2562.98999,2320.709961,2538.48999,9.38
01/12/2008,2538.48999,2576.909912,2429.47998,2481.060059,-2.26
08/12/2008,2481.060059,2692.27002,2481.060059,2505.02002,0.97
15/12/2008,2520.590088,2574.949951,2349.969971,2369.439941,-5.41
22/12/2008,2369.439941,2406.850098,2337.120117,2337.120117,-1.36
29/12/2008,2337.120117,2423.199951,2316.629883,2419.5,3.52
05/01/2009,2419.5,2728.820068,2419.5,2686.139893,11.02
12/01/2009,2686.72998,2686.72998,2423.27002,2456.219971,-8.56
19/01/2009,2462.379883,2481.290039,2129.850098,2278.030029,-7.25
26/01/2009,2278.030029,2462.370117,2269.76001,2311.389893,1.46
02/02/2009,2317.76001,2462.689941,2287.209961,2462.689941,6.55
09/02/2009,2462.689941,2499.47998,2336.530029,2344.469971,-4.80
16/02/2009,2344.469971,2344.879883,2076.550049,2076.550049,-11.43
23/02/2009,2073.629883,2109.219971,1977,2074.320068,-0.11
02/03/2009,2074.320068,2074.320068,1938.48999,1949.630005,-6.01
09/03/2009,1949.630005,2052.669922,1880.359985,2015.77002,3.39
16/03/2009,2015.77002,2146.040039,2015.77002,2146.040039,6.46
23/03/2009,2144.379883,2208.219971,2092.850098,2166.810059,0.97
30/03/2009,2168.550049,2418.320068,2119.73999,2330.360107,7.55
06/04/2009,2330.360107,2406.75,2208.159912,2372.889893,1.83
13/04/2009,2372.889893,2469.429932,2325.040039,2449.73999,3.24
20/04/2009,2449.73999,2473.070068,2324.879883,2420.98999,-1.17
27/04/2009,2420.98999,2622.050049,2369.51001,2622.050049,8.30
04/05/2009,2622.050049,2760.139893,2590.26001,2676.379883,2.07
11/05/2009,2674.25,2696.169922,2488.199951,2632.659912,-1.63
18/05/2009,2632.659912,2802.209961,2604.199951,2697.97998,2.48
25/05/2009,2697.97998,2766.209961,2631.169922,2722.52002,0.91
01/06/2009,2722.52002,2955.719971,2718.600098,2932.280029,7.70
08/06/2009,2932.280029,2989.77002,2841.379883,2970.149902,1.29
15/06/2009,2971.810059,2980.719971,2735.469971,2814.550049,-5.24
22/06/2009,2820.060059,2827.189941,2662.179932,2691.300049,-4.38
29/06/2009,2691.709961,2753.959961,2643.100098,2693.340088,0.08
06/07/2009,2694.139893,2698.550049,2564.080078,2572.97998,-4.47
13/07/2009,2577.25,2711.850098,2554.949951,2700.929932,4.97
20/07/2009,2698.52002,2848.580078,2686.050049,2803.189941,3.79
27/07/2009,2803.860107,2835.01001,2735.179932,2791.100098,-0.43
03/08/2009,2791.100098,2920.790039,2791.100098,2881.219971,3.23
10/08/2009,2880.72998,2997.419922,2838.360107,2951.050049,2.42
17/08/2009,2956.959961,2996.889893,2831.179932,2993.530029,1.44
24/08/2009,2993.530029,3135.669922,2968.409912,3115.199951,4.06
31/08/2009,3113.76001,3153.379883,2959.120117,3038.209961,-2.47
07/09/2009,3035.969971,3267.219971,3035.969971,3257.689941,7.22
14/09/2009,3259.929932,3492.139893,3222.22998,3454.780029,6.05
21/09/2009,3454.780029,3458.659912,3285.72998,3310.01001,-4.19
28/09/2009,3310.01001,3397.23999,3188.679932,3230.820068,-2.39
05/10/2009,3230.820068,3379.830078,3230.820068,3346.139893,3.57
12/10/2009,3346.139893,3374.530029,3253.310059,3266.51001,-2.38
19/10/2009,3266.51001,3331.47998,3138.550049,3145.719971,-3.70
26/10/2009,3145.719971,3164.810059,2832.73999,2866.689941,-8.87
02/11/2009,2867.100098,3005.909912,2760.469971,2971.959961,3.67
09/11/2009,2970.800049,3033.949951,2935.639893,2987.179932,0.51
16/11/2009,2982.52002,3013.919922,2856.590088,2875.919922,-3.72
23/11/2009,2877.209961,2925.23999,2736.709961,2845.659912,-1.05
30/11/2009,2845.659912,2987.23999,2799.159912,2987.23999,4.98
07/12/2009,2987.23999,2987.23999,2852.560059,2926.26001,-2.04
14/12/2009,2927.090088,2968.530029,2885.120117,2927.189941,0.03
21/12/2009,2927.189941,3051.26001,2915.570068,2989.280029,2.12
28/12/2009,2989.280029,3063.139893,2974.929932,2974.929932,-0.48
04/01/2010,2974.929932,3112.850098,2974.929932,3080.75,3.56
11/01/2010,3085.570068,3141,3043.459961,3098.040039,0.56
18/01/2010,3097.030029,3115.040039,3004.25,3036.939941,-1.97
25/01/2010,3035.709961,3063.090088,2941.77002,2976.25,-2.00
01/02/2010,2976.25,3048.899902,2877.310059,2890.110107,-2.89
08/02/2010,2890.110107,2944.199951,2858.800049,2902.080078,0.41
15/02/2010,2902.5,2973.889893,2848.669922,2967.419922,2.25
22/02/2010,2967.459961,2996.030029,2855.76001,2873.600098,-3.16
01/03/2010,2875.459961,3015.620117,2868.580078,3011.23999,4.79
08/03/2010,3011.030029,3063.73999,2977.800049,3057.300049,1.53
15/03/2010,3057.300049,3151.679932,3015.429932,3123.48999,2.16
22/03/2010,3123.48999,3225.5,3074.75,3212.179932,2.84
29/03/2010,3212.179932,3250.379883,3129.080078,3245.189941,1.03
05/04/2010,3245.189941,3343.120117,3235.26001,3330.800049,2.64
12/04/2010,3329.110107,3379,3291.189941,3337.689941,0.21
19/04/2010,3337.689941,3469.76001,3290.889893,3460.48999,3.68
26/04/2010,3460.48999,3497.169922,3257.02002,3397,-1.83
03/05/2010,3397,3419.860107,2957.699951,2982.709961,-12.20
10/05/2010,2982.709961,3252.070068,2982.709961,3081.790039,3.32
17/05/2010,3078.600098,3120.850098,2811.370117,2887.830078,-6.29
24/05/2010,2887.830078,3015.02002,2738.379883,2938.780029,1.76
31/05/2010,2940.23999,3092.689941,2906.429932,2983.429932,1.52
07/06/2010,2960.800049,3070.709961,2924.25,3048.219971,2.17
14/06/2010,3046.530029,3128.060059,3026.219971,3118.790039,2.32
21/06/2010,3118.790039,3167.540039,2940.419922,2945.969971,-5.54
28/06/2010,2945.969971,2994.389893,2793.169922,2844.280029,-3.45
05/07/2010,2844.280029,2920.110107,2791.850098,2884.22998,1.40
12/07/2010,2877.969971,2985.469971,2851.22998,2855.52002,-1.00
19/07/2010,2848.52002,2946.149902,2782.439941,2918.080078,2.19
