Date,Open,High,Low,Close,% Change OMX
26/03/2012,1087.170044,1110.01001,1054.459961,1074.47998,-0.90
02/04/2012,1075.290039,1088.839966,1030.939941,1036.400024,-3.54
09/04/2012,1036.400024,1050.910034,1013.619995,1027.719971,-0.84
16/04/2012,1024.099976,1060.25,1021.76001,1055.72998,2.73
23/04/2012,1046.719971,1057.98999,1004.570007,1056.670044,0.09
30/04/2012,1056.589966,1071.420044,1026.030029,1031.949951,-2.34
07/05/2012,1012.780029,1033.130005,1006.280029,1032.410034,0.04
14/05/2012,1024.109985,1026.069946,955.140015,955.97998,-7.40
21/05/2012,955.429993,1004.169983,955.01001,985.030029,3.04
28/05/2012,992.580017,1006.909973,946.369995,956.700012,-2.88
04/06/2012,946.48999,990.570007,941.109985,975.76001,1.99
11/06/2012,996.580017,1002.070007,958.27002,977.530029,0.18
18/06/2012,990.849976,1016.119995,971.76001,1009.840027,3.31
25/06/2012,999.419983,1019.059998,971.900024,1019.059998,0.91
02/07/2012,1020.590027,1048.380005,1019.080017,1023.869995,0.47
09/07/2012,1022.26001,1033.819946,1009.320007,1030.939941,0.69
16/07/2012,1031.959961,1052.76001,1017,1041.560059,1.03
23/07/2012,1029.380005,1061.969971,1011.669983,1059.75,1.75
30/07/2012,1064.650024,1081.26001,1053.48999,1081.069946,2.01
06/08/2012,1079.719971,1085.280029,1063.290039,1079.52002,-0.14
13/08/2012,1076.449951,1092.599976,1071.530029,1091.449951,1.11
20/08/2012,1090.27002,1093.73999,1049.050049,1058.579956,-3.01
27/08/2012,1057.219971,1065.550049,1033.02002,1043.930054,-1.38
03/09/2012,1040.420044,1074.829956,1028.930054,1070.869995,2.58
10/09/2012,1067.589966,1119.189941,1060.439941,1114.97998,4.12
17/09/2012,1108.48999,1112.650024,1095.420044,1099.890015,-1.35
24/09/2012,1095.030029,1106.069946,1072.23999,1072.449951,-2.49
01/10/2012,1069.72998,1098.719971,1069.349976,1093.540039,1.97
08/10/2012,1087.349976,1087.969971,1055.849976,1058.699951,-3.19
15/10/2012,1058.079956,1083.569946,1058,1064.640015,0.56
22/10/2012,1063.939941,1075.949951,1034.550049,1059.199951,-0.51
29/10/2012,1054.790039,1069.910034,1047.280029,1069.910034,1.01
05/11/2012,1066.319946,1079.030029,1043.640015,1052.150024,-1.66
12/11/2012,1051.410034,1057.48999,1026.469971,1027.040039,-2.39
19/11/2012,1035.140015,1071.77002,1034.699951,1071.77002,4.36
26/11/2012,1069.290039,1090.939941,1061.189941,1085.849976,1.31
03/12/2012,1089.160034,1102.709961,1085.160034,1098.619995,1.18
10/12/2012,1094.550049,1109.97998,1092.119995,1098.079956,-0.05
17/12/2012,1098.329956,1110.030029,1094.800049,1107.930054,0.90
24/12/2012,1107.930054,1114.050049,1104.069946,1104.72998,-0.29
31/12/2012,1104.72998,1136.77002,1104.72998,1136.77002,2.90
07/01/2013,1136.910034,1137.369995,1118.97998,1132.280029,-0.39
14/01/2013,1133.170044,1141.170044,1123.73999,1135.02002,0.24
21/01/2013,1136.369995,1158.5,1135.01001,1158.5,2.07
28/01/2013,1162.180054,1182.119995,1155.73999,1176.109985,1.52
04/02/2013,1177.030029,1181.030029,1156.819946,1175.050049,-0.09
11/02/2013,1174.719971,1187.52002,1166.26001,1183.430054,0.71
18/02/2013,1183.26001,1207.359985,1181.089966,1205.099976,1.83
25/02/2013,1208.109985,1212.319946,1178.530029,1199.209961,-0.49
